accel_mode,baseline_valid_rx_count,baseline_response_tx_count,baseline_json_tx_count,baseline_last_frame_count,heartbeat_received,system_id,component_id,INS_USE,INS_USE2,INS_USE3,INS_ENABLE_MASK,raw_imu_count,scaled_imu_count,scaled_imu2_count,scaled_imu3_count,highres_imu_count,attitude_count,local_position_ned_count,statustext_count,command_ack_count,arm_ack_result,arm_succeeded,scaled_imu_xacc,scaled_imu_yacc,scaled_imu_zacc,scaled_imu2_xacc,scaled_imu2_yacc,scaled_imu2_zacc,scaled_imu3_xacc,scaled_imu3_yacc,scaled_imu3_zacc,scaled_imu12_diff_norm,scaled_imu13_diff_norm,failure_reason,status_texts
current,520,501,1741,516,1,1,1,1,0,0,127,3,0,2,2,0,2,2,1,1,4,0,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,Arm: Accels inconsistent,Arm: Accels inconsistent
