host_ip,extra_defaults_path,arducopter_pid,valid_rx_count,json_tx_count,response_tx_count,invalid_rx_count,udp_rx_datagram_count,valid_rx_rate_hz,json_tx_rate_hz,response_tx_rate_hz,valid_rx_period_mean_s,valid_rx_period_p95_s,response_tx_period_mean_s,response_tx_period_p95_s,model_step_elapsed_mean_s,json_encode_elapsed_mean_s,udp_read_elapsed_mean_s,udp_write_elapsed_mean_s,frame_count_delta,last_frame_count,last_sender_address,last_sender_port,last_magic,last_pwm_us,last_motor_cmd_radps,quat_true_finite,quat_est_finite,processed_sample_count,last_exchange_status
172.19.208.1,D:\WORK\AI_SOLUTION\universal-mr-uav-task17\tools\ardupilot\wsl\task16_arducopter_loop_rate.parm,395,1,1792,0,0,1,0,89.6058248769275,0,NaN,NaN,NaN,NaN,0.000797734207589286,0.000153100334821429,2.55630580357143e-05,0.0100025095982143,0,0,172.19.219.165,47346,18458,0.000000 0.000000 0.000000 0.000000,0.000000 0.000000 0.000000 0.000000,1,1,1792,непрерывный обмен не подтвержден; принят только единичный двоичный пакет
