parm_path,accel_simple_calibration_ready,accel_calibration_ack,sched_loop_rate_hz,sim_rate_hz,gyro_rate_hz,min_required_gyro_rate_hz,max_sched_loop_rate_hz,valid_rx_count,response_tx_count,json_tx_count,last_frame_count,valid_rx_rate_hz,response_tx_rate_hz,valid_rx_period_mean_s,valid_rx_period_p95_s,model_step_elapsed_mean_s,arducopter_alive,command_ack,arm_succeeded,failure_reason
D:\WORK\AI_SOLUTION\universal-mr-uav-task22\tools\ardupilot\wsl\task20_single_accel_enable_mask.parm,1,0,400,1200,430,720,238,632,631,2153,1129,25.2765568264662,25.2765568264662,0.0395623504761905,0.0749054000000005,0.00114930868555504,1,4,0,Arm: Gyro 0 rate 430Hz < loop rate*1.8 720Hz
