variant_name,parm_path,profile_applied,valid_rx_count,response_tx_count,last_frame_count,command_ack,arm_succeeded,failure_reason,status_text_tail,motor_pwm_min_us,motor_pwm_max_us,motor_cmd_min_radps,motor_cmd_max_radps
after_simple_calibration,D:\WORK\AI_SOLUTION\universal-mr-uav-task21\tools\ardupilot\wsl\task20_single_accel_enable_mask.parm,0,502,501,989,4,0,Arm: Gyro 0 rate 478Hz < loop rate*1.8 720Hz,GPS 1: probing for u-blox at 230400 baud | GPS 1: detected u-blox | EKF3 IMU0 forced reset | EKF3 IMU0 initialised | EKF3 IMU0 tilt alignment complete,1000,1000,0,0
