heartbeat_received,fetch_status_code,failure_reason,missing_param_count,MOT_PWM_MIN,MOT_PWM_MAX,MOT_PWM_TYPE,MOT_SPIN_ARM,MOT_SPIN_MIN,MOT_SPIN_MAX,MOT_THST_HOVER,MOT_THST_EXPO,MOT_SAFE_DISARM,MOT_SAFE_TIME,SERVO1_FUNCTION,SERVO2_FUNCTION,SERVO3_FUNCTION,SERVO4_FUNCTION,SERVO1_MIN,SERVO1_MAX,SERVO2_MIN,SERVO2_MAX,SERVO3_MIN,SERVO3_MAX,SERVO4_MIN,SERVO4_MAX,ARMING_CHECK,SCHED_LOOP_RATE
1,0,,14,1000,2000,0,0.100000001490116,0.150000005960464,0.949999988079071,0.389999985694885,0.649999976158142,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
