time_s,frame_count,pwm_1_us,pwm_2_us,pwm_3_us,pwm_4_us,motor_cmd_1_radps,motor_cmd_2_radps,motor_cmd_3_radps,motor_cmd_4_radps,state_z_ned_m,est_alt_m,exchange_status
15.4338447,0,NaN,NaN,NaN,NaN,0,0,0,0,839.820366000009,-834.149942095687,ответная передача
15.4464013,1883,1000,1000,1000,1000,0,0,0,0,841.104495000009,-835.42966567902,ответная передача
15.4599715,0,NaN,NaN,NaN,NaN,0,0,0,0,842.389605000009,-836.710370262354,ответная передача
15.4721331,0,NaN,NaN,NaN,NaN,0,0,0,0,843.675696000009,-837.992055845687,ответная передача
15.4794356,1884,1000,1000,1000,1000,0,0,0,0,844.962768000009,-839.27472242902,ответная передача
15.4940713,0,NaN,NaN,NaN,NaN,0,0,0,0,846.250821000009,-840.558370012354,ответная передача
15.5062303,0,NaN,NaN,NaN,NaN,0,0,0,0,847.539855000009,-841.842998595687,ответная передача
15.5127504,1885,1000,1000,1000,1000,0,0,0,0,848.829870000009,-843.12860817902,ответная передача
15.5258293,0,NaN,NaN,NaN,NaN,0,0,0,0,850.120866000009,-844.415198762354,ответная передача
15.5391282,0,NaN,NaN,NaN,NaN,0,0,0,0,851.412843000009,-845.702770345687,ответная передача
15.5463588,1886,1000,1000,1000,1000,0,0,0,0,852.705801000009,-846.99132292902,ответная передача
15.5589557,0,NaN,NaN,NaN,NaN,0,0,0,0,853.999740000009,-848.280856512354,ответная передача
15.5713628,0,NaN,NaN,NaN,NaN,0,0,0,0,855.294660000009,-849.571371095687,ответная передача
15.5794882,1887,1000,1000,1000,1000,0,0,0,0,856.590561000009,-850.86286667902,ответная передача
15.5924991,0,NaN,NaN,NaN,NaN,0,0,0,0,857.887443000009,-852.155343262354,ответная передача
15.6051511,0,NaN,NaN,NaN,NaN,0,0,0,0,859.185306000009,-853.448800845687,ответная передача
15.6129737,1888,1000,1000,1000,1000,0,0,0,0,860.484150000009,-854.743239429021,ответная передача
15.6270464,0,NaN,NaN,NaN,NaN,0,0,0,0,861.783975000009,-856.038659012354,ответная передача
15.6390753,0,NaN,NaN,NaN,NaN,0,0,0,0,863.084781000009,-857.335059595687,ответная передача
15.6467018,1889,1000,1000,1000,1000,0,0,0,0,864.386568000009,-858.632441179021,ответная передача
15.660007,0,NaN,NaN,NaN,NaN,0,0,0,0,865.689336000009,-859.930803762354,ответная передача
15.6719245,0,NaN,NaN,NaN,NaN,0,0,0,0,866.99308500001,-861.230147345688,ответная передача
15.6838014,0,NaN,NaN,NaN,NaN,0,0,0,0,868.29781500001,-862.530471929021,ответная передача
15.686857,1890,1000,1000,1000,1000,0,0,0,0,869.60352600001,-863.831777512354,ответная передача
15.6997024,0,NaN,NaN,NaN,NaN,0,0,0,0,870.91021800001,-865.134064095688,ответная передача
15.7132212,0,NaN,NaN,NaN,NaN,0,0,0,0,872.21789100001,-866.437331679021,ответная передача
15.7215521,1891,1000,1000,1000,1000,0,0,0,0,873.52654500001,-867.741580262354,ответная передача
15.733959,0,NaN,NaN,NaN,NaN,0,0,0,0,874.83618000001,-869.046809845688,ответная передача
15.7461356,0,NaN,NaN,NaN,NaN,0,0,0,0,876.14679600001,-870.353020429021,ответная передача
15.7549961,1892,1000,1000,1000,1000,0,0,0,0,877.45839300001,-871.660212012354,ответная передача
15.7674385,0,NaN,NaN,NaN,NaN,0,0,0,0,878.77097100001,-872.968384595688,ответная передача
15.780074,0,NaN,NaN,NaN,NaN,0,0,0,0,880.08453000001,-874.277538179021,ответная передача
15.7884203,1893,1000,1000,1000,1000,0,0,0,0,881.39907000001,-875.587672762355,ответная передача
15.8012601,0,NaN,NaN,NaN,NaN,0,0,0,0,882.71459100001,-876.898788345688,ответная передача
15.8130655,0,NaN,NaN,NaN,NaN,0,0,0,0,884.03109300001,-878.210884929021,ответная передача
15.8253909,1894,1000,1000,1000,1000,0,0,0,0,885.34857600001,-879.523962512355,ответная передача
15.83962,0,NaN,NaN,NaN,NaN,0,0,0,0,886.66704000001,-880.838021095688,ответная передача
15.8515206,0,NaN,NaN,NaN,NaN,0,0,0,0,887.98648500001,-882.153060679022,ответная передача
15.8628607,1895,1000,1000,1000,1000,0,0,0,0,889.30691100001,-883.469081262355,ответная передача
15.8782844,0,NaN,NaN,NaN,NaN,0,0,0,0,890.62831800001,-884.786082845688,ответная передача
15.8908996,0,NaN,NaN,NaN,NaN,0,0,0,0,891.95070600001,-886.104065429022,ответная передача
15.9035793,0,NaN,NaN,NaN,NaN,0,0,0,0,893.27407500001,-887.423029012355,ответная передача
15.9174284,0,NaN,NaN,NaN,NaN,0,0,0,0,894.59842500001,-888.742973595688,ответная передача
15.9299424,0,NaN,NaN,NaN,NaN,0,0,0,0,895.92375600001,-890.063899179022,ответная передача
15.9379977,1896,1000,1000,1000,1000,0,0,0,0,897.25006800001,-891.385805762355,ответная передача
15.9528389,0,NaN,NaN,NaN,NaN,0,0,0,0,898.57736100001,-892.708693345689,ответная передача
15.9670442,0,NaN,NaN,NaN,NaN,0,0,0,0,899.90563500001,-894.032561929022,ответная передача
15.9715739,1897,1000,1000,1000,1000,0,0,0,0,901.23489000001,-895.357411512355,ответная передача
15.984819,0,NaN,NaN,NaN,NaN,0,0,0,0,902.56512600001,-896.683242095689,ответная передача
15.99749,0,NaN,NaN,NaN,NaN,0,0,0,0,903.89634300001,-898.010053679022,ответная передача
16.0114425,0,NaN,NaN,NaN,NaN,0,0,0,0,905.22854100001,-899.337846262355,ответная передача
16.0169758,1898,1000,1000,1000,1000,0,0,0,0,906.56172000001,-900.666619845689,ответная передача
16.0297232,0,NaN,NaN,NaN,NaN,0,0,0,0,907.89588000001,-901.996374429022,ответная передача
16.0422302,0,NaN,NaN,NaN,NaN,0,0,0,0,909.23102100001,-903.327110012356,ответная передача
16.0502059,1899,1000,1000,1000,1000,0,0,0,0,910.56714300001,-904.658826595689,ответная передача
16.0632802,0,NaN,NaN,NaN,NaN,0,0,0,0,911.90424600001,-905.991524179022,ответная передача
16.076988,0,NaN,NaN,NaN,NaN,0,0,0,0,913.24233000001,-907.325202762356,ответная передача
16.0841085,1900,1000,1000,1000,1000,0,0,0,0,914.58139500001,-908.659862345689,ответная передача
16.0986307,0,NaN,NaN,NaN,NaN,0,0,0,0,915.92144100001,-909.995502929022,ответная передача
16.1115339,0,NaN,NaN,NaN,NaN,0,0,0,0,917.26246800001,-911.332124512356,ответная передача
16.1247774,0,NaN,NaN,NaN,NaN,0,0,0,0,918.60447600001,-912.669727095689,ответная передача
16.1382899,0,NaN,NaN,NaN,NaN,0,0,0,0,919.94746500001,-914.008310679022,ответная передача
16.1515263,0,NaN,NaN,NaN,NaN,0,0,0,0,921.29143500001,-915.347875262356,ответная передача
16.1589751,1901,1000,1000,1000,1000,0,0,0,0,922.63638600001,-916.688420845689,ответная передача
16.173324,0,NaN,NaN,NaN,NaN,0,0,0,0,923.98231800001,-918.029947429023,ответная передача
16.1857108,0,NaN,NaN,NaN,NaN,0,0,0,0,925.32923100001,-919.372455012356,ответная передача
16.1981688,1902,1000,1000,1000,1000,0,0,0,0,926.67712500001,-920.715943595689,ответная передача
16.2113139,0,NaN,NaN,NaN,NaN,0,0,0,0,928.02600000001,-922.060413179023,ответная передача
16.2242424,0,NaN,NaN,NaN,NaN,0,0,0,0,929.37585600001,-923.405863762356,ответная передача
16.2366104,0,NaN,NaN,NaN,NaN,0,0,0,0,930.72669300001,-924.752295345689,ответная передача
16.2493168,0,NaN,NaN,NaN,NaN,0,0,0,0,932.07851100001,-926.099707929023,ответная передача
16.2623497,0,NaN,NaN,NaN,NaN,0,0,0,0,933.43131000001,-927.448101512356,ответная передача
16.2716732,1903,1000,1000,1000,1000,0,0,0,0,934.78509000001,-928.797476095689,ответная передача
16.2842403,0,NaN,NaN,NaN,NaN,0,0,0,0,936.13985100001,-930.147831679023,ответная передача
16.2965438,0,NaN,NaN,NaN,NaN,0,0,0,0,937.49559300001,-931.499168262356,ответная передача
16.3054188,1904,1000,1000,1000,1000,0,0,0,0,938.85231600001,-932.851485845689,ответная передача
16.3193144,0,NaN,NaN,NaN,NaN,0,0,0,0,940.21002000001,-934.204784429023,ответная передача
16.3313151,0,NaN,NaN,NaN,NaN,0,0,0,0,941.56870500001,-935.559064012356,ответная передача
16.3382616,1905,1000,1000,1000,1000,0,0,0,0,942.92837100001,-936.91432459569,ответная передача
16.3507684,0,NaN,NaN,NaN,NaN,0,0,0,0,944.28901800001,-938.270566179023,ответная передача
16.3630663,0,NaN,NaN,NaN,NaN,0,0,0,0,945.65064600001,-939.627788762356,ответная передача
16.3716791,1906,1000,1000,1000,1000,0,0,0,0,947.01325500001,-940.98599234569,ответная передача
16.3844045,0,NaN,NaN,NaN,NaN,0,0,0,0,948.37684500001,-942.345176929023,ответная передача
16.3979525,0,NaN,NaN,NaN,NaN,0,0,0,0,949.74141600001,-943.705342512356,ответная передача
16.4091998,1907,1000,1000,1000,1000,0,0,0,0,951.10696800001,-945.06648909569,ответная передача
16.422579,0,NaN,NaN,NaN,NaN,0,0,0,0,952.47350100001,-946.428616679023,ответная передача
16.4350074,0,NaN,NaN,NaN,NaN,0,0,0,0,953.84101500001,-947.791725262357,ответная передача
16.4470525,1908,1000,1000,1000,1000,0,0,0,0,955.20951000001,-949.15581484569,ответная передача
16.4603154,0,NaN,NaN,NaN,NaN,0,0,0,0,956.57898600001,-950.520885429023,ответная передача
16.4736872,0,NaN,NaN,NaN,NaN,0,0,0,0,957.94944300001,-951.886937012357,ответная передача
16.4803445,1909,1000,1000,1000,1000,0,0,0,0,959.32088100001,-953.25396959569,ответная передача
16.4946714,0,NaN,NaN,NaN,NaN,0,0,0,0,960.69330000001,-954.621983179023,ответная передача
16.5081762,0,NaN,NaN,NaN,NaN,0,0,0,0,962.066700000011,-955.990977762357,ответная передача
16.5175366,1910,1000,1000,1000,1000,0,0,0,0,963.441081000011,-957.36095334569,ответная передача
16.530153,0,NaN,NaN,NaN,NaN,0,0,0,0,964.816443000011,-958.731909929023,ответная передача
16.5434315,0,NaN,NaN,NaN,NaN,0,0,0,0,966.192786000011,-960.103847512357,ответная передача
16.5508127,1911,1000,1000,1000,1000,0,0,0,0,967.570110000011,-961.47676609569,ответная передача
16.5641,0,NaN,NaN,NaN,NaN,0,0,0,0,968.948415000011,-962.850665679023,ответная передача
16.5773282,0,NaN,NaN,NaN,NaN,0,0,0,0,970.327701000011,-964.225546262357,ответная передача
16.5840105,1912,1000,1000,1000,1000,0,0,0,0,971.707968000011,-965.60140784569,ответная передача
16.5965163,0,NaN,NaN,NaN,NaN,0,0,0,0,973.089216000011,-966.978250429023,ответная передача
16.6086904,0,NaN,NaN,NaN,NaN,0,0,0,0,974.471445000011,-968.356074012357,ответная передача
16.6214478,0,NaN,NaN,NaN,NaN,0,0,0,0,975.854655000011,-969.73487859569,ответная передача
16.6340977,0,NaN,NaN,NaN,NaN,0,0,0,0,977.238846000011,-971.114664179024,ответная передача
16.6479694,0,NaN,NaN,NaN,NaN,0,0,0,0,978.624018000011,-972.495430762357,ответная передача
16.656176,1913,1000,1000,1000,1000,0,0,0,0,980.010171000011,-973.87717834569,ответная передача
16.6689334,0,NaN,NaN,NaN,NaN,0,0,0,0,981.397305000011,-975.259906929023,ответная передача
16.6824987,0,NaN,NaN,NaN,NaN,0,0,0,0,982.785420000011,-976.643616512357,ответная передача
16.6960353,0,NaN,NaN,NaN,NaN,0,0,0,0,984.174516000011,-978.02830709569,ответная передача
16.7093984,0,NaN,NaN,NaN,NaN,0,0,0,0,985.564593000011,-979.413978679023,ответная передача
16.7233931,0,NaN,NaN,NaN,NaN,0,0,0,0,986.955651000011,-980.800631262357,ответная передача
16.7332149,1914,1000,1000,1000,1000,0,0,0,0,988.347690000011,-982.18826484569,ответная передача
16.746315,0,NaN,NaN,NaN,NaN,0,0,0,0,989.740710000011,-983.576879429023,ответная передача
16.7585467,0,NaN,NaN,NaN,NaN,0,0,0,0,991.134711000011,-984.966475012357,ответная передача
16.7671749,1915,1000,1000,1000,1000,0,0,0,0,992.529693000011,-986.35705159569,ответная передача
16.7798406,0,NaN,NaN,NaN,NaN,0,0,0,0,993.925656000011,-987.748609179023,ответная передача
16.7919377,0,NaN,NaN,NaN,NaN,0,0,0,0,995.322600000011,-989.141147762357,ответная передача
16.8001548,1916,1000,1000,1000,1000,0,0,0,0,996.720525000011,-990.53466734569,ответная передача
16.8128564,0,NaN,NaN,NaN,NaN,0,0,0,0,998.119431000011,-991.929167929023,ответная передача
16.8253487,0,NaN,NaN,NaN,NaN,0,0,0,0,999.519318000011,-993.324649512357,ответная передача
16.8334719,1917,1000,1000,1000,1000,0,0,0,0,1000.92018600001,-994.72111209569,ответная передача
16.8462746,0,NaN,NaN,NaN,NaN,0,0,0,0,1002.32203500001,-996.118555679023,ответная передача
16.8581034,0,NaN,NaN,NaN,NaN,0,0,0,0,1003.72486500001,-997.516980262357,ответная передача
16.8702207,0,NaN,NaN,NaN,NaN,0,0,0,0,1005.12867600001,-998.91638584569,ответная передача
16.8755817,1918,1000,1000,1000,1000,0,0,0,0,1006.53346800001,-1000.31677242902,ответная передача
16.8898191,0,NaN,NaN,NaN,NaN,0,0,0,0,1007.93924100001,-1001.71814001236,ответная передача
16.9019129,0,NaN,NaN,NaN,NaN,0,0,0,0,1009.34599500001,-1003.12048859569,ответная передача
16.9087845,1919,1000,1000,1000,1000,0,0,0,0,1010.75373000001,-1004.52381817902,ответная передача
16.9223766,0,NaN,NaN,NaN,NaN,0,0,0,0,1012.16244600001,-1005.92812876236,ответная передача
16.9342293,0,NaN,NaN,NaN,NaN,0,0,0,0,1013.57214300001,-1007.33342034569,ответная передача
16.9420622,1920,1000,1000,1000,1000,0,0,0,0,1014.98282100001,-1008.73969292902,ответная передача
16.9547528,0,NaN,NaN,NaN,NaN,0,0,0,0,1016.39448000001,-1010.14694651236,ответная передача
16.9668573,0,NaN,NaN,NaN,NaN,0,0,0,0,1017.80712000001,-1011.55518109569,ответная передача
16.9790128,0,NaN,NaN,NaN,NaN,0,0,0,0,1019.22074100001,-1012.96439667902,ответная передача
16.9838167,1921,1000,1000,1000,1000,0,0,0,0,1020.63534300001,-1014.37459326236,ответная передача
16.9966524,0,NaN,NaN,NaN,NaN,0,0,0,0,1022.05092600001,-1015.78577084569,ответная передача
17.0085638,0,NaN,NaN,NaN,NaN,0,0,0,0,1023.46749000001,-1017.19792942902,ответная передача
17.0175419,1922,1000,1000,1000,1000,0,0,0,0,1024.88503500001,-1018.61106901236,ответная передача
17.0303646,0,NaN,NaN,NaN,NaN,0,0,0,0,1026.30356100001,-1020.02518959569,ответная передача
17.0424905,0,NaN,NaN,NaN,NaN,0,0,0,0,1027.72306800001,-1021.44029117902,ответная передача
17.0511905,1923,1000,1000,1000,1000,0,0,0,0,1029.14355600001,-1022.85637376236,ответная передача
17.0636064,0,NaN,NaN,NaN,NaN,0,0,0,0,1030.56502500001,-1024.27343734569,ответная передача
17.0756538,0,NaN,NaN,NaN,NaN,0,0,0,0,1031.98747500001,-1025.69148192902,ответная передача
17.0884479,0,NaN,NaN,NaN,NaN,0,0,0,0,1033.41090600001,-1027.11050751236,ответная передача
17.0912197,1924,1000,1000,1000,1000,0,0,0,0,1034.83531800001,-1028.53051409569,ответная передача
17.1036792,0,NaN,NaN,NaN,NaN,0,0,0,0,1036.26071100001,-1029.95150167902,ответная передача
17.1159328,0,NaN,NaN,NaN,NaN,0,0,0,0,1037.68708500001,-1031.37347026236,ответная передача
17.125402,1925,1000,1000,1000,1000,0,0,0,0,1039.11444000001,-1032.79641984569,ответная передача
17.1385541,0,NaN,NaN,NaN,NaN,0,0,0,0,1040.54277600001,-1034.22035042902,ответная передача
17.1507266,0,NaN,NaN,NaN,NaN,0,0,0,0,1041.97209300001,-1035.64526201236,ответная передача
17.1591513,1926,1000,1000,1000,1000,0,0,0,0,1043.40239100001,-1037.07115459569,ответная передача
17.1717659,0,NaN,NaN,NaN,NaN,0,0,0,0,1044.83367000001,-1038.49802817902,ответная передача
17.1839705,0,NaN,NaN,NaN,NaN,0,0,0,0,1046.26593000001,-1039.92588276236,ответная передача
17.1967047,0,NaN,NaN,NaN,NaN,0,0,0,0,1047.69917100001,-1041.35471834569,ответная передача
17.2036647,1927,1000,1000,1000,1000,0,0,0,0,1049.13339300001,-1042.78453492902,ответная передача
17.216331,0,NaN,NaN,NaN,NaN,0,0,0,0,1050.56859600001,-1044.21533251236,ответная передача
17.2282882,0,NaN,NaN,NaN,NaN,0,0,0,0,1052.00478000001,-1045.64711109569,ответная передача
17.2382757,1928,1000,1000,1000,1000,0,0,0,0,1053.44194500001,-1047.07987067902,ответная передача
17.2508679,0,NaN,NaN,NaN,NaN,0,0,0,0,1054.88009100001,-1048.51361126236,ответная передача
17.2635665,0,NaN,NaN,NaN,NaN,0,0,0,0,1056.31921800001,-1049.94833284569,ответная передача
17.2710785,1929,1000,1000,1000,1000,0,0,0,0,1057.75932600001,-1051.38403542902,ответная передача
17.2840081,0,NaN,NaN,NaN,NaN,0,0,0,0,1059.20041500001,-1052.82071901236,ответная передача
17.296306,0,NaN,NaN,NaN,NaN,0,0,0,0,1060.64248500001,-1054.25838359569,ответная передача
17.304361,1930,1000,1000,1000,1000,0,0,0,0,1062.08553600001,-1055.69702917902,ответная передача
17.3169698,0,NaN,NaN,NaN,NaN,0,0,0,0,1063.52956800001,-1057.13665576236,ответная передача
17.3289836,0,NaN,NaN,NaN,NaN,0,0,0,0,1064.97458100001,-1058.57726334569,ответная передача
17.3385365,1931,1000,1000,1000,1000,0,0,0,0,1066.42057500001,-1060.01885192902,ответная передача
17.351489,0,NaN,NaN,NaN,NaN,0,0,0,0,1067.86755000001,-1061.46142151236,ответная передача
17.3633775,0,NaN,NaN,NaN,NaN,0,0,0,0,1069.31550600001,-1062.90497209569,ответная передача
17.3715549,1932,1000,1000,1000,1000,0,0,0,0,1070.76444300001,-1064.34950367902,ответная передача
17.384047,0,NaN,NaN,NaN,NaN,0,0,0,0,1072.21436100001,-1065.79501626236,ответная передача
17.3964473,0,NaN,NaN,NaN,NaN,0,0,0,0,1073.66526000001,-1067.24150984569,ответная передача
17.4088581,1933,1000,1000,1000,1000,0,0,0,0,1075.11714000001,-1068.68898442902,ответная передача
17.4218463,0,NaN,NaN,NaN,NaN,0,0,0,0,1076.57000100001,-1070.13744001236,ответная передача
17.4353319,0,NaN,NaN,NaN,NaN,0,0,0,0,1078.02384300001,-1071.58687659569,ответная передача
17.4467319,1934,1000,1000,1000,1000,0,0,0,0,1079.47866600001,-1073.03729417902,ответная передача
17.4604237,0,NaN,NaN,NaN,NaN,0,0,0,0,1080.93447000001,-1074.48869276236,ответная передача
17.4737029,0,NaN,NaN,NaN,NaN,0,0,0,0,1082.39125500001,-1075.94107234569,ответная передача
17.4803086,1935,1000,1000,1000,1000,0,0,0,0,1083.84902100001,-1077.39443292902,ответная передача
17.4937016,0,NaN,NaN,NaN,NaN,0,0,0,0,1085.30776800001,-1078.84877451236,ответная передача
17.5055836,0,NaN,NaN,NaN,NaN,0,0,0,0,1086.76749600001,-1080.30409709569,ответная передача
17.5174005,0,NaN,NaN,NaN,NaN,0,0,0,0,1088.22820500001,-1081.76040067902,ответная передача
17.5285453,1936,1000,1000,1000,1000,0,0,0,0,1089.68989500001,-1083.21768526236,ответная передача
17.5415374,0,NaN,NaN,NaN,NaN,0,0,0,0,1091.15256600001,-1084.67595084569,ответная передача
17.5534138,0,NaN,NaN,NaN,NaN,0,0,0,0,1092.61621800001,-1086.13519742902,ответная передача
17.5628647,1937,1000,1000,1000,1000,0,0,0,0,1094.08085100001,-1087.59542501236,ответная передача
17.5755947,0,NaN,NaN,NaN,NaN,0,0,0,0,1095.54646500001,-1089.05663359569,ответная передача
17.5878037,0,NaN,NaN,NaN,NaN,0,0,0,0,1097.01306000001,-1090.51882317902,ответная передача
17.5968018,1938,1000,1000,1000,1000,0,0,0,0,1098.48063600001,-1091.98199376236,ответная передача
17.6092055,0,NaN,NaN,NaN,NaN,0,0,0,0,1099.94919300001,-1093.44614534569,ответная передача
17.6223246,0,NaN,NaN,NaN,NaN,0,0,0,0,1101.41873100001,-1094.91127792902,ответная передача
17.634526,0,NaN,NaN,NaN,NaN,0,0,0,0,1102.88925000001,-1096.37739151236,ответная передача
17.6424094,1939,1000,1000,1000,1000,0,0,0,0,1104.36075000001,-1097.84448609569,ответная передача
17.6551962,0,NaN,NaN,NaN,NaN,0,0,0,0,1105.83323100001,-1099.31256167902,ответная передача
17.667476,0,NaN,NaN,NaN,NaN,0,0,0,0,1107.30669300001,-1100.78161826236,ответная передача
17.675056,1940,1000,1000,1000,1000,0,0,0,0,1108.78113600001,-1102.25165584569,ответная передача
17.6876316,0,NaN,NaN,NaN,NaN,0,0,0,0,1110.25656000001,-1103.72267442902,ответная передача
17.6995174,0,NaN,NaN,NaN,NaN,0,0,0,0,1111.73296500001,-1105.19467401236,ответная передача
17.7091549,1941,1000,1000,1000,1000,0,0,0,0,1113.21035100001,-1106.66765459569,ответная передача
17.7215814,0,NaN,NaN,NaN,NaN,0,0,0,0,1114.68871800001,-1108.14161617902,ответная передача
17.7334192,0,NaN,NaN,NaN,NaN,0,0,0,0,1116.16806600001,-1109.61655876236,ответная передача
17.7426107,1942,1000,1000,1000,1000,0,0,0,0,1117.64839500001,-1111.09248234569,ответная передача
17.7551919,0,NaN,NaN,NaN,NaN,0,0,0,0,1119.12970500001,-1112.56938692902,ответная передача
17.7671874,0,NaN,NaN,NaN,NaN,0,0,0,0,1120.61199600001,-1114.04727251236,ответная передача
17.7799282,1943,1000,1000,1000,1000,0,0,0,0,1122.09526800001,-1115.52613909569,ответная передача
17.7930165,0,NaN,NaN,NaN,NaN,0,0,0,0,1123.57952100001,-1117.00598667902,ответная передача
17.8051439,0,NaN,NaN,NaN,NaN,0,0,0,0,1125.06475500001,-1118.48681526236,ответная передача
17.8127714,1944,1000,1000,1000,1000,0,0,0,0,1126.55097000001,-1119.96862484569,ответная передача
17.8255009,0,NaN,NaN,NaN,NaN,0,0,0,0,1128.03816600001,-1121.45141542902,ответная передача
17.8376402,0,NaN,NaN,NaN,NaN,0,0,0,0,1129.52634300001,-1122.93518701236,ответная передача
17.8458998,1945,1000,1000,1000,1000,0,0,0,0,1131.01550100001,-1124.41993959569,ответная передача
17.8593623,0,NaN,NaN,NaN,NaN,0,0,0,0,1132.50564000001,-1125.90567317902,ответная передача
17.8714064,0,NaN,NaN,NaN,NaN,0,0,0,0,1133.99676000001,-1127.39238776236,ответная передача
17.8795902,1946,1000,1000,1000,1000,0,0,0,0,1135.48886100001,-1128.88008334569,ответная передача
17.892372,0,NaN,NaN,NaN,NaN,0,0,0,0,1136.98194300001,-1130.36875992902,ответная передача
17.9047204,0,NaN,NaN,NaN,NaN,0,0,0,0,1138.47600600001,-1131.85841751236,ответная передача
17.9129376,1947,1000,1000,1000,1000,0,0,0,0,1139.97105000001,-1133.34905609569,ответная передача
17.9261113,0,NaN,NaN,NaN,NaN,0,0,0,0,1141.46707500001,-1134.84067567902,ответная передача
17.9388868,0,NaN,NaN,NaN,NaN,0,0,0,0,1142.96408100001,-1136.33327626236,ответная передача
17.9511313,0,NaN,NaN,NaN,NaN,0,0,0,0,1144.46206800001,-1137.82685784569,ответная передача
17.9547915,1948,1000,1000,1000,1000,0,0,0,0,1145.96103600001,-1139.32142042902,ответная передача
17.9675792,0,NaN,NaN,NaN,NaN,0,0,0,0,1147.46098500001,-1140.81696401236,ответная передача
17.9803102,0,NaN,NaN,NaN,NaN,0,0,0,0,1148.96191500001,-1142.31348859569,ответная передача
17.9888416,1949,1000,1000,1000,1000,0,0,0,0,1150.46382600001,-1143.81099417902,ответная передача
18.0015836,0,NaN,NaN,NaN,NaN,0,0,0,0,1151.96671800001,-1145.30948076236,ответная передача
18.0133292,0,NaN,NaN,NaN,NaN,0,0,0,0,1153.47059100001,-1146.80894834569,ответная передача
18.0252327,0,NaN,NaN,NaN,NaN,0,0,0,0,1154.97544500001,-1148.30939692902,ответная передача
18.0339962,1950,1000,1000,1000,1000,0,0,0,0,1156.48128000001,-1149.81082651236,ответная передача
18.0466205,0,NaN,NaN,NaN,NaN,0,0,0,0,1157.98809600001,-1151.31323709569,ответная передача
18.0588338,0,NaN,NaN,NaN,NaN,0,0,0,0,1159.49589300001,-1152.81662867902,ответная передача
18.0710307,0,NaN,NaN,NaN,NaN,0,0,0,0,1161.00467100001,-1154.32100126236,ответная передача
18.0830052,0,NaN,NaN,NaN,NaN,0,0,0,0,1162.51443000001,-1155.82635484569,ответная передача
18.0950569,0,NaN,NaN,NaN,NaN,0,0,0,0,1164.02517000001,-1157.33268942902,ответная передача
18.1043829,1951,1000,1000,1000,1000,0,0,0,0,1165.53689100001,-1158.84000501236,ответная передача
18.1171158,0,NaN,NaN,NaN,NaN,0,0,0,0,1167.04959300001,-1160.34830159569,ответная передача
18.1290631,0,NaN,NaN,NaN,NaN,0,0,0,0,1168.56327600001,-1161.85757917902,ответная передача
18.1375754,1952,1000,1000,1000,1000,0,0,0,0,1170.07794000001,-1163.36783776236,ответная передача
18.1498655,0,NaN,NaN,NaN,NaN,0,0,0,0,1171.59358500001,-1164.87907734569,ответная передача
18.161798,0,NaN,NaN,NaN,NaN,0,0,0,0,1173.11021100001,-1166.39129792902,ответная передача
18.1714893,1953,1000,1000,1000,1000,0,0,0,0,1174.62781800001,-1167.90449951236,ответная передача
18.1839165,0,NaN,NaN,NaN,NaN,0,0,0,0,1176.14640600001,-1169.41868209569,ответная передача
18.1959103,0,NaN,NaN,NaN,NaN,0,0,0,0,1177.66597500001,-1170.93384567902,ответная передача
18.2045557,1954,1000,1000,1000,1000,0,0,0,0,1179.18652500001,-1172.44999026236,ответная передача
18.2172763,0,NaN,NaN,NaN,NaN,0,0,0,0,1180.70805600001,-1173.96711584569,ответная передача
18.2294314,0,NaN,NaN,NaN,NaN,0,0,0,0,1182.23056800001,-1175.48522242902,ответная передача
18.2412744,0,NaN,NaN,NaN,NaN,0,0,0,0,1183.75406100001,-1177.00431001236,ответная передача
18.2481384,1955,1000,1000,1000,1000,0,0,0,0,1185.27853500001,-1178.52437859569,ответная передача
18.2605166,0,NaN,NaN,NaN,NaN,0,0,0,0,1186.80399000001,-1180.04542817902,ответная передача
18.2723651,0,NaN,NaN,NaN,NaN,0,0,0,0,1188.33042600001,-1181.56745876236,ответная передача
18.2836638,1956,1000,1000,1000,1000,0,0,0,0,1189.85784300001,-1183.09047034569,ответная передача
18.296516,0,NaN,NaN,NaN,NaN,0,0,0,0,1191.38624100001,-1184.61446292902,ответная передача
18.3088486,0,NaN,NaN,NaN,NaN,0,0,0,0,1192.91562000001,-1186.13943651236,ответная передача
18.3215689,1957,1000,1000,1000,1000,0,0,0,0,1194.44598000001,-1187.66539109569,ответная передача
18.3349378,0,NaN,NaN,NaN,NaN,0,0,0,0,1195.97732100001,-1189.19232667902,ответная передача
18.3469374,0,NaN,NaN,NaN,NaN,0,0,0,0,1197.50964300001,-1190.72024326236,ответная передача
18.3551242,1958,1000,1000,1000,1000,0,0,0,0,1199.04294600001,-1192.24914084569,ответная передача
18.367495,0,NaN,NaN,NaN,NaN,0,0,0,0,1200.57723000001,-1193.77901942902,ответная передача
18.3796211,0,NaN,NaN,NaN,NaN,0,0,0,0,1202.11249500001,-1195.30987901236,ответная передача
18.3881365,1959,1000,1000,1000,1000,0,0,0,0,1203.64874100001,-1196.84171959569,ответная передача
18.4006613,0,NaN,NaN,NaN,NaN,0,0,0,0,1205.18596800001,-1198.37454117902,ответная передача
18.412962,0,NaN,NaN,NaN,NaN,0,0,0,0,1206.72417600001,-1199.90834376236,ответная передача
