host_ip,launch_command,arducopter_pid,process_alive_after_launch,process_alive_after_20s,baseline_restored,valid_rx_count,json_tx_count,response_tx_count,invalid_rx_count,udp_rx_datagram_count,valid_rx_rate_hz,json_tx_rate_hz,response_tx_rate_hz,valid_rx_period_mean_s,valid_rx_period_p95_s,response_tx_period_mean_s,response_tx_period_p95_s,model_step_elapsed_mean_s,json_encode_elapsed_mean_s,udp_read_elapsed_mean_s,udp_write_elapsed_mean_s,loop_elapsed_mean_s,frame_count_delta,last_frame_count,last_sender_address,last_sender_port,last_magic,last_pwm_us,last_motor_cmd_radps,quat_true_finite,quat_est_finite,last_exchange_status,first_failure_reason
127.0.0.1,cd ~/src/ardupilot/ArduCopter && ../build/sitl/bin/arducopter --model JSON:172.19.208.1 --speedup 1 --slave 0 --serial0=udpclient:172.19.208.1:14550 --defaults ../Tools/autotest/default_params/copter.parm --sim-address=172.19.208.1 -I0,474,1,1,1,509,1733,508,0,509,25.6624863218821,86.6511284983705,25.6624863218821,0.0389673856015779,0.0745125950000005,0.0389673856015779,0.0745125950000005,0.00112409076745528,0.000198581938834391,0.000253343104443162,0.0096147384881708,0.0115358390652048,0,507,172.19.219.165,54429,18458,1000.000000 1000.000000 1000.000000 1000.000000,0.000000 0.000000 0.000000 0.000000,1,1,устойчивый обмен подтвержден,
