time_s,altitude_m,est_altitude_m,roll_rad,pitch_rad,yaw_rad,yaw_rate_radps,frame_count,pwm_1_us,pwm_2_us,pwm_3_us,pwm_4_us,motor_cmd_1_radps,motor_cmd_2_radps,motor_cmd_3_radps,motor_cmd_4_radps,exchange_status
5.0011982,-91.3271759999998,-89.5203150634103,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.0074196,-91.7509679999998,-89.9397002818777,0,0,0,0,1258,1000,1000,1000,1000,0,0,0,0,ответная передача
5.0207865,-92.1757409999998,-90.3600665325528,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.032856,-92.6014949999998,-90.7814138165222,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.0433708,-93.0282299999998,-91.2037421347739,0,0,0,0,1259,1000,1000,1000,1000,0,0,0,0,ответная передача
5.0565639,-93.4559459999998,-91.6270514881995,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.0691983,-93.8846429999998,-92.0513418775962,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.0807322,-94.3143209999998,-92.4766133036687,0,0,0,0,1260,1000,1000,1000,1000,0,0,0,0,ответная передача
5.0936634,-94.7449799999998,-92.9028657670321,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1062858,-95.1766199999998,-93.3300992682134,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1139819,-95.6092409999998,-93.7583138076546,0,0,0,0,1261,1000,1000,1000,1000,0,0,0,0,ответная передача
5.1283093,-96.0428429999998,-94.1875093857149,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1406713,-96.4774259999999,-94.6176860026731,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1475009,-96.9129899999999,-95.0488436587303,0,0,0,0,1262,1000,1000,1000,1000,0,0,0,0,ответная передача
5.1612918,-97.3495349999998,-95.4809823540126,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1737355,-97.7870609999999,-95.9141020885732,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.186182,-98.2255679999999,-96.3482028623958,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.1892548,-98.6650559999999,-96.7832846753967,0,0,0,0,1263,1000,1000,1000,1000,0,0,0,0,ответная передача
5.202468,-99.1055249999999,-97.2193475274275,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.2149355,-99.5469749999999,-97.6563914182783,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.2268739,-99.9894059999999,-98.0944163476797,0,0,0,0,1264,1000,1000,1000,1000,0,0,0,0,ответная передача
5.241707,-100.432818,-98.5334223153062,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.2544007,-100.877211,-98.9734093207782,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.261127,-101.322585,-99.4143773636653,0,0,0,0,1265,1000,1000,1000,1000,0,0,0,0,ответная передача
5.2742414,-101.76894,-99.8563264434886,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.2866483,-102.216276,-100.299256559723,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.2984198,-102.664593,-100.743167711802,0,0,0,0,1266,1000,1000,1000,1000,0,0,0,0,ответная передача
5.3115704,-103.113891,-101.188059899116,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.3240598,-103.56417,-101.633933121019,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.3323543,-104.01543,-102.080787376831,0,0,0,0,1267,1000,1000,1000,1000,0,0,0,0,ответная передача
5.3457143,-104.467671,-102.528622665835,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.3583388,-104.920893,-102.977438987289,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.3686258,-105.375096,-103.427236340418,0,0,0,0,1268,1000,1000,1000,1000,0,0,0,0,ответная передача
5.3822683,-105.83028,-103.878014724425,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.394934,-106.286445,-104.329774138487,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4078764,-106.743591,-104.782514581764,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4203857,-107.201718,-105.236236053393,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4339705,-107.660826,-105.690938552497,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4442019,-108.120915,-106.146622078184,0,0,0,0,1269,1000,1000,1000,1000,0,0,0,0,ответная передача
5.4574671,-108.581985,-106.603286629551,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4700858,-109.044036,-107.060932205681,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.4782862,-109.507068,-107.519558805654,0,0,0,0,1270,1000,1000,1000,1000,0,0,0,0,ответная передача
5.4922918,-109.971081,-107.979166428539,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.505504,-110.436075,-108.439755073404,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.5176106,-110.90205,-108.901324739312,0,0,0,0,1271,1000,1000,1000,1000,0,0,0,0,ответная передача
5.5307451,-111.369006,-109.363875425326,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.5429335,-111.836943,-109.827407130509,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.5515287,-112.305861,-110.291919853926,0,0,0,0,1272,1000,1000,1000,1000,0,0,0,0,ответная передача
5.5647268,-112.77576,-110.757413594648,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.5769358,-113.24664,-111.223888351749,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.585563,-113.718501,-111.691344124309,0,0,0,0,1273,1000,1000,1000,1000,0,0,0,0,ответная передача
5.5985688,-114.191343,-112.159780911419,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6116811,-114.665166,-112.629198712177,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6240418,-115.13997,-113.099597525691,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6261968,-115.615755,-113.570977351083,0,0,0,0,1274,1000,1000,1000,1000,0,0,0,0,ответная передача
5.6394613,-116.092521,-114.043338187486,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6527123,-116.570268,-114.516680034045,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6599505,-117.048996,-114.991002889924,0,0,0,0,1275,1000,1000,1000,1000,0,0,0,0,ответная передача
5.6739852,-117.528705,-115.466306754299,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6863381,-118.009395,-115.942591626364,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.6934783,-118.491066,-116.419857505329,0,0,0,0,1276,1000,1000,1000,1000,0,0,0,0,ответная передача
5.7076427,-118.973718,-116.898104390424,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7204904,-119.457351,-117.377332280894,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7339367,-119.941965,-117.857541176007,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7376692,-120.42756,-118.338731075049,0,0,0,0,1277,1000,1000,1000,1000,0,0,0,0,ответная передача
5.7509061,-120.914136,-118.820901977325,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7630875,-121.401693,-119.304053882162,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7727198,-121.890231,-119.788186788908,0,0,0,0,1278,1000,1000,1000,1000,0,0,0,0,ответная передача
5.7860773,-122.37975,-120.273300696932,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.7987064,-122.87025,-120.759395605625,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.8060022,-123.361731,-121.246471514399,0,0,0,0,1279,1000,1000,1000,1000,0,0,0,0,ответная передача
5.8194385,-123.854193,-121.734528422689,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.8321009,-124.347636,-122.223566329952,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.8440719,-124.84206,-122.713585235666,0,0,0,0,1280,1000,1000,1000,1000,0,0,0,0,ответная передача
5.8571811,-125.337465,-123.204585139333,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.8698401,-125.833851,-123.696566040477,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.8774365,-126.331218,-124.189527938643,0,0,0,0,1281,1000,1000,1000,1000,0,0,0,0,ответная передача
5.8904505,-126.829566,-124.683470833401,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9029671,-127.328895,-125.178394724341,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9141659,-127.829205,-125.674299611075,0,0,0,0,1282,1000,1000,1000,1000,0,0,0,0,ответная передача
5.9275534,-128.330496,-126.171185493239,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9404585,-128.832768,-126.669052370487,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9530395,-129.336021,-127.167900242498,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.955581,-129.840255,-127.667729108972,0,0,0,0,1283,1000,1000,1000,1000,0,0,0,0,ответная передача
5.9686492,-130.34547,-128.168538969626,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9816967,-130.851666,-128.670329824203,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
5.9893113,-131.358843,-129.173101672463,0,0,0,0,1284,1000,1000,1000,1000,0,0,0,0,ответная передача
6.0026306,-131.867001,-129.676854514187,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0154609,-132.37614,-130.181588349174,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0224603,-132.88626,-130.687303177246,0,0,0,0,1285,1000,1000,1000,1000,0,0,0,0,ответная передача
6.0362634,-133.397361,-131.193998998238,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0496215,-133.909443,-131.70167581201,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0625055,-134.422506,-132.210333618434,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0752988,-134.93655,-132.719972417403,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.0887258,-135.451575,-133.230592208825,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.097278,-135.967581,-133.742192992627,0,0,0,0,1286,1000,1000,1000,1000,0,0,0,0,ответная передача
6.1103581,-136.484568,-134.254774768749,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.12292,-137.002536,-134.768337537148,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.1314371,-137.521485,-135.282881297796,0,0,0,0,1287,1000,1000,1000,1000,0,0,0,0,ответная передача
6.1443818,-138.041415,-135.79840605068,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.1568981,-138.562326,-136.314911795799,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.1693774,-139.084218,-136.832398533167,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.1724586,-139.607091,-137.350866262811,0,0,0,0,1288,1000,1000,1000,1000,0,0,0,0,ответная передача
6.186065,-140.130945,-137.870314984769,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.1989499,-140.65578,-138.390744699093,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2067657,-141.181596,-138.912155405844,0,0,0,0,1289,1000,1000,1000,1000,0,0,0,0,ответная передача
6.2202371,-141.708393,-139.434547105094,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2331776,-142.236171,-139.957919796927,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2398852,-142.76493,-140.482273481436,0,0,0,0,1290,1000,1000,1000,1000,0,0,0,0,ответная передача
6.253205,-143.29467,-141.007608158721,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2658245,-143.825391,-141.533923828894,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2791211,-144.357093,-142.061220492073,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.2848703,-144.889776,-142.589498148384,0,0,0,0,1291,1000,1000,1000,1000,0,0,0,0,ответная передача
6.2984311,-145.42344,-143.11875679796,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.3111864,-145.958085,-143.648996440942,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.3191736,-146.493711,-144.180217077474,0,0,0,0,1292,1000,1000,1000,1000,0,0,0,0,ответная передача
6.3321194,-147.030318,-144.712418707709,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.344461,-147.567906,-145.245601331804,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.3558209,-148.106475,-145.779764949919,0,0,0,0,1293,1000,1000,1000,1000,0,0,0,0,ответная передача
6.3690514,-148.646025,-146.314909562221,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.3816863,-149.186556,-146.851035168879,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.3937899,-149.728068,-147.388141770065,0,0,0,0,1294,1000,1000,1000,1000,0,0,0,0,ответная передача
6.4068083,-150.270561,-147.926229365957,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.4195312,-150.814035,-148.46529795673,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.4327761,-151.35849,-149.005347542568,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.4390613,-151.903926,-149.54637812365,0,0,0,0,1295,1000,1000,1000,1000,0,0,0,0,ответная передача
6.4523343,-152.450343,-150.088389700161,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.4646427,-152.997741,-150.631382272285,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.4767876,-153.54612,-151.175355840207,0,0,0,0,1296,1000,1000,1000,1000,0,0,0,0,ответная передача
6.4902611,-154.09548,-151.720310404112,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5027401,-154.645821,-152.266245964186,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5098776,-155.197143,-152.813162520614,0,0,0,0,1297,1000,1000,1000,1000,0,0,0,0,ответная передача
6.5229155,-155.749446,-153.361060073579,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5356038,-156.30273,-153.909938623265,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5430782,-156.856995,-154.459798169854,0,0,0,0,1298,1000,1000,1000,1000,0,0,0,0,ответная передача
6.5561578,-157.412241,-155.010638713527,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5684003,-157.968468,-155.562460254461,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.5765399,-158.525676,-156.115262792834,0,0,0,0,1299,1000,1000,1000,1000,0,0,0,0,ответная передача
6.589904,-159.083865,-156.66904632882,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6026779,-159.643035,-157.223810862591,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6097818,-160.203186,-157.779556394316,0,0,0,0,1300,1000,1000,1000,1000,0,0,0,0,ответная передача
6.6237986,-160.764318,-158.336282924162,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6361097,-161.326431,-158.893990452291,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6432443,-161.889525,-159.452678978866,0,0,0,0,1301,1000,1000,1000,1000,0,0,0,0,ответная передача
6.6563197,-162.4536,-160.012348504041,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6689764,-163.018656,-160.57299902797,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.6766767,-163.584693,-161.134630550804,0,0,0,0,1302,1000,1000,1000,1000,0,0,0,0,ответная передача
6.6906938,-164.151711,-161.697243072688,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7041701,-164.71971,-162.260836593764,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7172872,-165.28869,-162.82541111417,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7225417,-165.858651,-163.39096663404,0,0,0,0,1303,1000,1000,1000,1000,0,0,0,0,ответная передача
6.7356675,-166.429593,-163.957503153504,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7497313,-167.001516,-164.525020672688,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7560031,-167.57442,-165.093519191713,0,0,0,0,1304,1000,1000,1000,1000,0,0,0,0,ответная передача
6.7690713,-168.148305,-165.662998710697,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7816061,-168.723171,-166.233459229751,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.7941257,-169.299018,-166.804900748985,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.806596,-169.875846,-167.377323268503,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.8195139,-170.453655,-167.950726788404,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.8307776,-171.032445,-168.525111308782,0,0,0,0,1305,1000,1000,1000,1000,0,0,0,0,ответная передача
6.8440142,-171.612216,-169.10047682973,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.8566211,-172.192968,-169.676823351333,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.864188,-172.774701,-170.254150873673,0,0,0,0,1306,1000,1000,1000,1000,0,0,0,0,ответная передача
6.877737,-173.357415,-170.832459396828,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.8908536,-173.94111,-171.411748920871,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.898883,-174.525786,-171.992019445871,0,0,0,0,1307,1000,1000,1000,1000,0,0,0,0,ответная передача
6.9128324,-175.111443,-172.573270971892,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.9253105,-175.698081,-173.155503498995,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.9393281,-176.2857,-173.738717027237,0,0,0,0,1308,1000,1000,1000,1000,0,0,0,0,ответная передача
6.9532982,-176.8743,-174.322911556669,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.9659655,-177.463881,-174.90808708734,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.9781569,-178.054443,-175.494243619293,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
6.9810864,-178.645986,-176.081381152571,0,0,0,0,1309,1000,1000,1000,1000,0,0,0,0,ответная передача
6.9949659,-179.23851,-176.669499687207,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0073496,-179.832015,-177.258599223237,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0144638,-180.426501,-177.848679760688,0,0,0,0,1310,1000,1000,1000,1000,0,0,0,0,ответная передача
7.028982,-181.021968,-178.439741299587,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0414921,-181.618416,-179.031783839955,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0483043,-182.215845,-179.624807381811,0,0,0,0,1311,1000,1000,1000,1000,0,0,0,0,ответная передача
7.061486,-182.814255,-180.218811925172,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0737356,-183.413646,-180.813797470048,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.0848606,-184.014018,-181.409764016449,0,0,0,0,1312,1000,1000,1000,1000,0,0,0,0,ответная передача
7.0979351,-184.615371,-182.006711564382,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1110055,-185.217705,-182.60464011385,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1182178,-185.82102,-183.203549664853,0,0,0,0,1313,1000,1000,1000,1000,0,0,0,0,ответная передача
7.1310485,-186.425316,-183.803440217389,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1434648,-187.030593,-184.404311771454,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1560862,-187.636851,-185.00616432704,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1601464,-188.24409,-185.608997884138,0,0,0,0,1314,1000,1000,1000,1000,0,0,0,0,ответная передача
7.1740493,-188.85231,-186.212812442737,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1867346,-189.461511,-186.817608002822,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.1940816,-190.071693,-187.423384564377,0,0,0,0,1315,1000,1000,1000,1000,0,0,0,0,ответная передача
7.2075052,-190.682856,-188.030142127384,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.2198151,-191.295,-188.637880691824,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.2311503,-191.908125,-189.246600257676,0,0,0,0,1316,1000,1000,1000,1000,0,0,0,0,ответная передача
7.2442088,-192.522231,-189.856300824915,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.2567682,-193.137318,-190.466982393519,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.2673077,-193.753386,-191.078644963459,0,0,0,0,1317,1000,1000,1000,1000,0,0,0,0,ответная передача
7.2801698,-194.370435,-191.69128853471,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.2924916,-194.988465,-192.304913107243,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.3022802,-195.607476,-192.919518681027,0,0,0,0,1318,1000,1000,1000,1000,0,0,0,0,ответная передача
7.3154323,-196.227468,-193.535105256033,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.3278709,-196.848441,-194.151672832228,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.336003,-197.470395,-194.769221409579,0,0,0,0,1319,1000,1000,1000,1000,0,0,0,0,ответная передача
7.3490246,-198.09333,-195.387750988054,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.3621889,-198.717246,-196.007261567619,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.3751729,-199.342143,-196.627753148238,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.388679,-199.968021,-197.249225729877,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4018058,-200.59488,-197.8716793125,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4097778,-201.22272,-198.495113896071,0,0,0,0,1320,1000,1000,1000,1000,0,0,0,0,ответная передача
7.4227957,-201.851541,-199.119529480554,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4352719,-202.481343,-199.744926065913,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4487856,-203.112126,-200.371303652111,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4533035,-203.74389,-200.998662239111,0,0,0,0,1321,1000,1000,1000,1000,0,0,0,0,ответная передача
7.4668439,-204.376635,-201.627001826876,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4791728,-205.010361,-202.256322415371,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.4863832,-205.645068,-202.886624004559,0,0,0,0,1322,1000,1000,1000,1000,0,0,0,0,ответная передача
7.4995319,-206.280756,-203.517906594403,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.512495,-206.917425,-204.150170184867,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.5226093,-207.555075,-204.783414775916,0,0,0,0,1323,1000,1000,1000,1000,0,0,0,0,ответная передача
7.535834,-208.193706000001,-205.417640367514,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.5483187,-208.833318000001,-206.052846959626,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.5600923,-209.473911,-206.689034552218,0,0,0,0,1324,1000,1000,1000,1000,0,0,0,0,ответная передача
7.5740236,-210.115485000001,-207.326203145255,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.5864937,-210.758040000001,-207.964352738704,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.5936721,-211.401576000001,-208.603483332533,0,0,0,0,1325,1000,1000,1000,1000,0,0,0,0,ответная передача
7.6067358,-212.046093000001,-209.243594926707,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.6191822,-212.691591000001,-209.884687521196,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.6272769,-213.338070000001,-210.526761115969,0,0,0,0,1326,1000,1000,1000,1000,0,0,0,0,ответная передача
7.64037,-213.985530000001,-211.169815710995,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.6529253,-214.633971000001,-211.813851306244,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
7.6647312,-215.283393000001,-212.458867901687,0,0,0,0,1327,1000,1000,1000,1000,0,0,0,0,ответная передача
7.6778481,-215.933796000001,-213.104865497296,0,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,ответная передача
