index,time_s,json_acc_x,json_acc_y,json_acc_z,json_acc_norm,acc_x_imu0,acc_y_imu0,acc_z_imu0,acc_norm_imu0,acc_x_imu1,acc_y_imu1,acc_z_imu1,acc_norm_imu1,max_json_to_instance_diff,max_instance_norm_difference
11,0.1,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
12,0.11,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
13,0.12,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
14,0.13,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
15,0.14,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
16,0.15,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
17,0.16,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
18,0.17,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
19,0.18,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
20,0.19,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
21,0.2,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
22,0.21,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
23,0.22,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
24,0.23,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
25,0.24,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
26,0.25,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
27,0.26,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
28,0.27,0,0,0,0,-0.00102572841569781,-0.000419312185840681,-0.00162011291831732,0.00196283146501759,-0.00366766424849629,-0.00154805753845721,-0.00232087331824005,0.00460811199314759,0.00460811199314759,0.00264528052813
29,0.28,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
30,0.29,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
31,0.3,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
32,0.31,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
33,0.32,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
34,0.33,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
35,0.34,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
36,0.35,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
37,0.36,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
38,0.37,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
39,0.38,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
40,0.39,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
41,0.4,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
42,0.41,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
43,0.42,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
44,0.43,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
45,0.44,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
46,0.45,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
47,0.46,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
48,0.47,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
49,0.48,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
50,0.49,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
51,0.5,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
52,0.51,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
53,0.52,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
54,0.53,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
55,0.54,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
56,0.55,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
57,0.56,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
58,0.57,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
59,0.58,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
60,0.59,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
61,0.6,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
62,0.61,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
63,0.62,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
64,0.63,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
65,0.64,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
66,0.65,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
67,0.66,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
68,0.67,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
69,0.68,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
70,0.69,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
71,0.7,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
72,0.71,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
73,0.72,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
74,0.73,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
75,0.74,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
76,0.75,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
77,0.76,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
78,0.77,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
79,0.78,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
80,0.79,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
81,0.8,0,0,0,0,-0.000436964124673977,-0.000522864633239806,-0.00174495344981551,0.00187328257691362,-0.00272106938064098,-0.00158964446745813,-0.00145101349335164,0.00346938442163313,0.00346938442163313,0.00159610184471951
82,0.81,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
83,0.820000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
84,0.830000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
85,0.840000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
86,0.850000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
87,0.860000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
88,0.870000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
89,0.880000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
90,0.890000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
91,0.900000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
92,0.910000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
93,0.920000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
94,0.930000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
95,0.940000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
96,0.950000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
97,0.960000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
98,0.970000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
99,0.980000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
100,0.990000000000001,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
101,1,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
102,1.01,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
103,1.02,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
104,1.03,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
105,1.04,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
106,1.05,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
107,1.06,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
108,1.07,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
109,1.08,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
110,1.09,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
111,1.1,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
112,1.11,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
113,1.12,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
114,1.13,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
115,1.14,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
116,1.15,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
117,1.16,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
118,1.17,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
119,1.18,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
120,1.19,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
121,1.2,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
122,1.21,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
123,1.22,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
124,1.23,0,0,0,0,-0.000375350995454937,-0.000997768249362707,-0.00130888284184039,0.00168807705478438,0.000256005965638906,-0.00175184616819024,-0.00146329705603421,0.00229689841430654,0.00229689841430654,0.000608821359522166
