time_s,valid_rx_count,response_tx_count,mode,armed,throttle_target_us,frame_count,pwm_1_us,pwm_2_us,pwm_3_us,pwm_4_us,motor_1_radps,motor_2_radps,motor_3_radps,motor_4_radps,total_thrust_N,total_thrust_to_weight,altitude_m,vertical_speed_up_mps,roll_rad,pitch_rad,yaw_rad,quat_norm
5.6684627,147,147,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-118.491066,-48.2652000000002,0,0,0,1
5.6809262,147,147,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-118.973718,-48.3633000000002,0,0,0,1
5.6885055,148,148,ALT_HOLD,0,0,650,1000,1000,1000,1000,0,0,0,0,0,0,-119.457351,-48.4614000000002,0,0,0,1
5.7014035,148,148,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-119.941965,-48.5595000000002,0,0,0,1
5.7137017,148,148,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-120.42756,-48.6576000000002,0,0,0,1
5.7215181,149,149,ALT_HOLD,0,0,651,1000,1000,1000,1000,0,0,0,0,0,0,-120.914136,-48.7557000000002,0,0,0,1
5.7343935,149,149,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-121.401693,-48.8538000000002,0,0,0,1
5.7468236,149,149,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-121.890231,-48.9519000000002,0,0,0,1
5.7587864,150,150,ALT_HOLD,0,0,652,1000,1000,1000,1000,0,0,0,0,0,0,-122.37975,-49.0500000000002,0,0,0,1
5.7721266,150,150,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-122.87025,-49.1481000000002,0,0,0,1
5.7846552,150,150,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-123.361731,-49.2462000000002,0,0,0,1
5.7918255,151,151,ALT_HOLD,0,0,653,1000,1000,1000,1000,0,0,0,0,0,0,-123.854193,-49.3443000000002,0,0,0,1
5.8064916,151,151,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-124.347636,-49.4424000000002,0,0,0,1
5.8187243,151,151,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-124.84206,-49.5405000000002,0,0,0,1
5.8249557,152,152,ALT_HOLD,0,0,654,1000,1000,1000,1000,0,0,0,0,0,0,-125.337465,-49.6386000000002,0,0,0,1
5.8386627,152,152,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-125.833851,-49.7367000000002,0,0,0,1
5.8510581,152,152,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-126.331218,-49.8348000000002,0,0,0,1
5.8579129,153,153,ALT_HOLD,0,0,655,1000,1000,1000,1000,0,0,0,0,0,0,-126.829566,-49.9329000000002,0,0,0,1
5.8706999,153,153,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-127.328895,-50.0310000000002,0,0,0,1
5.8832194,153,153,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-127.829205,-50.1291000000002,0,0,0,1
5.8923047,154,154,ALT_HOLD,0,0,656,1000,1000,1000,1000,0,0,0,0,0,0,-128.330496,-50.2272000000003,0,0,0,1
5.9059902,154,154,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-128.832768,-50.3253000000003,0,0,0,1
5.9187864,154,154,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-129.336021,-50.4234000000003,0,0,0,1
5.9267319,155,155,ALT_HOLD,0,0,657,1000,1000,1000,1000,0,0,0,0,0,0,-129.840255,-50.5215000000003,0,0,0,1
5.9400019,155,155,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-130.34547,-50.6196000000003,0,0,0,1
5.9525257,155,155,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-130.851666,-50.7177000000003,0,0,0,1
5.9655377,155,155,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-131.358843,-50.8158000000003,0,0,0,1
5.9794121,155,155,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-131.867001,-50.9139000000003,0,0,0,1
5.9924322,155,155,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-132.37614,-51.0120000000003,0,0,0,1
6.004305,156,156,ALT_HOLD,0,0,658,1000,1000,1000,1000,0,0,0,0,0,0,-132.88626,-51.1101000000003,0,0,0,1
6.0173728,156,156,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-133.397361,-51.2082000000003,0,0,0,1
6.0298087,156,156,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-133.909443,-51.3063000000003,0,0,0,1
6.0374591,157,157,ALT_HOLD,0,0,659,1000,1000,1000,1000,0,0,0,0,0,0,-134.422506,-51.4044000000003,0,0,0,1
6.0508506,157,157,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-134.93655,-51.5025000000003,0,0,0,1
6.0634613,157,157,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-135.451575,-51.6006000000003,0,0,0,1
6.0759584,157,157,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-135.967581,-51.6987000000003,0,0,0,1
6.0790845,158,158,ALT_HOLD,0,0,660,1000,1000,1000,1000,0,0,0,0,0,0,-136.484568,-51.7968000000003,0,0,0,1
6.0927612,158,158,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-137.002536,-51.8949000000003,0,0,0,1
6.1050088,158,158,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-137.521485,-51.9930000000003,0,0,0,1
6.1122856,159,159,ALT_HOLD,0,0,661,1000,1000,1000,1000,0,0,0,0,0,0,-138.041415,-52.0911000000003,0,0,0,1
6.1261002,159,159,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-138.562326,-52.1892000000003,0,0,0,1
6.1384714,159,159,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-139.084218,-52.2873000000003,0,0,0,1
6.1458443,160,160,ALT_HOLD,0,0,662,1000,1000,1000,1000,0,0,0,0,0,0,-139.607091,-52.3854000000003,0,0,0,1
6.1591001,160,160,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-140.130945,-52.4835000000003,0,0,0,1
6.1720647,160,160,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-140.65578,-52.5816000000003,0,0,0,1
6.1851155,160,160,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-141.181596,-52.6797000000003,0,0,0,1
6.1987032,160,160,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-141.708393,-52.7778000000003,0,0,0,1
6.2121762,160,160,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-142.236171,-52.8759000000003,0,0,0,1
6.2208224,161,161,ALT_HOLD,0,0,663,1000,1000,1000,1000,0,0,0,0,0,0,-142.76493,-52.9740000000003,0,0,0,1
6.2342243,161,161,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-143.29467,-53.0721000000003,0,0,0,1
6.246779,161,161,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-143.825391,-53.1702000000003,0,0,0,1
6.2541396,162,162,ALT_HOLD,0,0,664,1000,1000,1000,1000,0,0,0,0,0,0,-144.357093,-53.2683000000003,0,0,0,1
6.2673127,162,162,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-144.889776,-53.3664000000003,0,0,0,1
6.2796883,162,162,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-145.42344,-53.4645000000003,0,0,0,1
6.2921951,162,162,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-145.958085,-53.5626000000003,0,0,0,1
6.2947897,163,163,ALT_HOLD,0,0,665,1000,1000,1000,1000,0,0,0,0,0,0,-146.493711,-53.6607000000003,0,0,0,1
6.3072766,163,163,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-147.030318,-53.7588000000003,0,0,0,1
6.3198195,163,163,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-147.567906,-53.8569000000003,0,0,0,1
6.3303569,164,164,ALT_HOLD,0,0,666,1000,1000,1000,1000,0,0,0,0,0,0,-148.106475,-53.9550000000003,0,0,0,1
6.3434656,164,164,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-148.646025,-54.0531000000003,0,0,0,1
6.3558956,164,164,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-149.186556,-54.1512000000003,0,0,0,1
6.366513,165,165,ALT_HOLD,0,0,667,1000,1000,1000,1000,0,0,0,0,0,0,-149.728068,-54.2493000000003,0,0,0,1
6.3796895,165,165,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-150.270561,-54.3474000000003,0,0,0,1
6.3922462,165,165,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-150.814035,-54.4455000000004,0,0,0,1
6.404747,165,165,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-151.35849,-54.5436000000004,0,0,0,1
6.4081034,166,166,ALT_HOLD,0,0,668,1000,1000,1000,1000,0,0,0,0,0,0,-151.903926,-54.6417000000004,0,0,0,1
6.4220706,166,166,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-152.450343,-54.7398000000004,0,0,0,1
6.4343816,166,166,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-152.997741,-54.8379000000004,0,0,0,1
6.4424738,167,167,ALT_HOLD,0,0,669,1000,1000,1000,1000,0,0,0,0,0,0,-153.54612,-54.9360000000004,0,0,0,1
6.4557303,167,167,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-154.09548,-55.0341000000004,0,0,0,1
6.4682226,167,167,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-154.645821,-55.1322000000004,0,0,0,1
6.4805688,167,167,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-155.197143,-55.2303000000004,0,0,0,1
6.4837198,168,168,ALT_HOLD,0,0,670,1000,1000,1000,1000,0,0,0,0,0,0,-155.749446,-55.3284000000004,0,0,0,1
6.4966233,168,168,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-156.30273,-55.4265000000004,0,0,0,1
6.5091629,168,168,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-156.856995,-55.5246000000004,0,0,0,1
6.5168425,169,169,ALT_HOLD,0,0,671,1000,1000,1000,1000,0,0,0,0,0,0,-157.412241,-55.6227000000004,0,0,0,1
6.5302252,169,169,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-157.968468,-55.7208000000004,0,0,0,1
6.5427064,169,169,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-158.525676,-55.8189000000004,0,0,0,1
6.5500704,170,170,ALT_HOLD,0,0,672,1000,1000,1000,1000,0,0,0,0,0,0,-159.083865,-55.9170000000004,0,0,0,1
6.5640238,170,170,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-159.643035,-56.0151000000004,0,0,0,1
6.5763856,170,170,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-160.203186,-56.1132000000004,0,0,0,1
6.5846841,171,171,ALT_HOLD,0,0,673,1000,1000,1000,1000,0,0,0,0,0,0,-160.764318,-56.2113000000004,0,0,0,1
6.5984054,171,171,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-161.326431,-56.3094000000004,0,0,0,1
6.6109424,171,171,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-161.889525,-56.4075000000004,0,0,0,1
6.6234645,171,171,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-162.4536,-56.5056000000004,0,0,0,1
6.6359355,171,171,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-163.018656,-56.6037000000004,0,0,0,1
6.6482728,171,171,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-163.584693,-56.7018000000004,0,0,0,1
6.6596806,172,172,ALT_HOLD,0,0,674,1000,1000,1000,1000,0,0,0,0,0,0,-164.151711,-56.7999000000004,0,0,0,1
6.6732043,172,172,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-164.71971,-56.8980000000004,0,0,0,1
6.6858766,172,172,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-165.28869,-56.9961000000004,0,0,0,1
6.6928534,173,173,ALT_HOLD,0,0,675,1000,1000,1000,1000,0,0,0,0,0,0,-165.858651,-57.0942000000004,0,0,0,1
6.7063076,173,173,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-166.429593,-57.1923000000004,0,0,0,1
6.7188297,173,173,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-167.001516,-57.2904000000004,0,0,0,1
6.7311627,173,173,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-167.57442,-57.3885000000004,0,0,0,1
6.7341493,174,174,ALT_HOLD,0,0,676,1000,1000,1000,1000,0,0,0,0,0,0,-168.148305,-57.4866000000004,0,0,0,1
6.7476211,174,174,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-168.723171,-57.5847000000004,0,0,0,1
6.7600866,174,174,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-169.299018,-57.6828000000004,0,0,0,1
6.7674448,175,175,ALT_HOLD,0,0,677,1000,1000,1000,1000,0,0,0,0,0,0,-169.875846,-57.7809000000004,0,0,0,1
6.780924,175,175,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-170.453655,-57.8790000000004,0,0,0,1
6.7943154,175,175,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-171.032445,-57.9771000000004,0,0,0,1
6.8009732,176,176,ALT_HOLD,0,0,678,1000,1000,1000,1000,0,0,0,0,0,0,-171.612216,-58.0752000000004,0,0,0,1
6.8151929,176,176,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-172.192968,-58.1733000000004,0,0,0,1
6.8282932,176,176,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-172.774701,-58.2714000000004,0,0,0,1
6.8411077,176,176,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-173.357415,-58.3695000000004,0,0,0,1
6.8457285,177,177,ALT_HOLD,0,0,679,1000,1000,1000,1000,0,0,0,0,0,0,-173.94111,-58.4676000000004,0,0,0,1
6.8588324,177,177,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-174.525786,-58.5657000000004,0,0,0,1
6.8713248,177,177,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-175.111443,-58.6638000000004,0,0,0,1
6.8795683,178,178,ALT_HOLD,0,0,680,1000,1000,1000,1000,0,0,0,0,0,0,-175.698081,-58.7619000000005,0,0,0,1
6.8934422,178,178,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-176.2857,-58.8600000000005,0,0,0,1
6.9058782,178,178,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-176.8743,-58.9581000000005,0,0,0,1
6.9128993,179,179,ALT_HOLD,0,0,681,1000,1000,1000,1000,0,0,0,0,0,0,-177.463881,-59.0562000000005,0,0,0,1
6.9264973,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-178.054443,-59.1543000000005,0,0,0,1
6.9390348,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-178.645986,-59.2524000000005,0,0,0,1
6.9513047,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-179.23851,-59.3505000000005,0,0,0,1
6.963972,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-179.832015,-59.4486000000005,0,0,0,1
6.9762081,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-180.426501,-59.5467000000005,0,0,0,1
6.9890079,179,179,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-181.021968,-59.6448000000005,0,0,0,1
6.9915146,180,180,ALT_HOLD,0,0,682,1000,1000,1000,1000,0,0,0,0,0,0,-181.618416,-59.7429000000005,0,0,0,1
7.0056405,180,180,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-182.215845,-59.8410000000005,0,0,0,1
7.0178313,180,180,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-182.814255,-59.9391000000005,0,0,0,1
7.0263929,181,181,ALT_HOLD,0,0,683,1000,1000,1000,1000,0,0,0,0,0,0,-183.413646,-60.0372000000005,0,0,0,1
7.0397768,181,181,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-184.014018,-60.1353000000005,0,0,0,1
7.0529976,181,181,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-184.615371,-60.2334000000005,0,0,0,1
7.0609819,182,182,ALT_HOLD,0,0,684,1000,1000,1000,1000,0,0,0,0,0,0,-185.217705,-60.3315000000005,0,0,0,1
7.0750199,182,182,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-185.82102,-60.4296000000005,0,0,0,1
7.0875748,182,182,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-186.425316,-60.5277000000005,0,0,0,1
7.0968114,183,183,ALT_HOLD,0,0,685,1000,1000,1000,1000,0,0,0,0,0,0,-187.030593,-60.6258000000005,0,0,0,1
7.1106409,183,183,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-187.636851,-60.7239000000005,0,0,0,1
7.1234356,183,183,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-188.24409,-60.8220000000005,0,0,0,1
7.129698,184,184,ALT_HOLD,0,0,686,1000,1000,1000,1000,0,0,0,0,0,0,-188.85231,-60.9201000000005,0,0,0,1
7.1424965,184,184,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-189.461511,-61.0182000000005,0,0,0,1
7.1547955,184,184,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-190.071693,-61.1163000000005,0,0,0,1
7.16772,184,184,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-190.682856,-61.2144000000005,0,0,0,1
7.1724571,185,185,ALT_HOLD,0,0,687,1000,1000,1000,1000,0,0,0,0,0,0,-191.295,-61.3125000000005,0,0,0,1
7.1857921,185,185,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-191.908125,-61.4106000000005,0,0,0,1
7.1981982,185,185,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-192.522231,-61.5087000000005,0,0,0,1
7.2083901,186,186,ALT_HOLD,0,0,688,1000,1000,1000,1000,0,0,0,0,0,0,-193.137318,-61.6068000000005,0,0,0,1
7.2223255,186,186,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-193.753386,-61.7049000000005,0,0,0,1
7.2348029,186,186,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-194.370435,-61.8030000000005,0,0,0,1
7.2419274,187,187,ALT_HOLD,0,0,689,1000,1000,1000,1000,0,0,0,0,0,0,-194.988465,-61.9011000000005,0,0,0,1
7.2557727,187,187,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-195.607476,-61.9992000000005,0,0,0,1
7.2678525,187,187,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-196.227468,-62.0973000000005,0,0,0,1
7.2801839,187,187,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-196.848441,-62.1954000000005,0,0,0,1
7.2927267,187,187,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-197.470395,-62.2935000000005,0,0,0,1
7.3052556,187,187,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-198.09333,-62.3916000000005,0,0,0,1
7.3168916,188,188,ALT_HOLD,0,0,690,1000,1000,1000,1000,0,0,0,0,0,0,-198.717246,-62.4897000000005,0,0,0,1
7.3298056,188,188,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-199.342143,-62.5878000000005,0,0,0,1
7.3433746,188,188,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-199.968021,-62.6859000000005,0,0,0,1
7.3497631,189,189,ALT_HOLD,0,0,691,1000,1000,1000,1000,0,0,0,0,0,0,-200.59488,-62.7840000000005,0,0,0,1
7.3628463,189,189,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-201.22272,-62.8821000000005,0,0,0,1
7.376555,189,189,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-201.851541,-62.9802000000006,0,0,0,1
7.3889647,189,189,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-202.481343,-63.0783000000006,0,0,0,1
7.3915845,190,190,ALT_HOLD,0,0,692,1000,1000,1000,1000,0,0,0,0,0,0,-203.112126,-63.1764000000006,0,0,0,1
7.4048729,190,190,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-203.74389,-63.2745000000006,0,0,0,1
7.4181663,190,190,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-204.376635,-63.3726000000006,0,0,0,1
7.4251475,191,191,ALT_HOLD,0,0,693,1000,1000,1000,1000,0,0,0,0,0,0,-205.010361,-63.4707000000006,0,0,0,1
7.438608,191,191,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-205.645068,-63.5688000000006,0,0,0,1
7.4509586,191,191,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-206.280756,-63.6669000000006,0,0,0,1
7.458193,192,192,ALT_HOLD,0,0,694,1000,1000,1000,1000,0,0,0,0,0,0,-206.917425,-63.7650000000006,0,0,0,1
7.4719166,192,192,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-207.555075,-63.8631000000006,0,0,0,1
7.4847078,192,192,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-208.193706000001,-63.9612000000006,0,0,0,1
7.4969255,192,192,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-208.833318000001,-64.0593000000006,0,0,0,1
7.4998835,193,193,ALT_HOLD,0,0,695,1000,1000,1000,1000,0,0,0,0,0,0,-209.473911,-64.1574000000006,0,0,0,1
7.5123004,193,193,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-210.115485000001,-64.2555000000006,0,0,0,1
7.5245466,193,193,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-210.758040000001,-64.3536000000006,0,0,0,1
7.5333601,194,194,ALT_HOLD,0,0,696,1000,1000,1000,1000,0,0,0,0,0,0,-211.401576000001,-64.4517000000006,0,0,0,1
7.5481345,194,194,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-212.046093000001,-64.5498000000006,0,0,0,1
7.5608533,194,194,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-212.691591000001,-64.6479000000006,0,0,0,1
7.567845,195,195,ALT_HOLD,0,0,697,1000,1000,1000,1000,0,0,0,0,0,0,-213.338070000001,-64.7460000000006,0,0,0,1
7.5813517,195,195,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-213.985530000001,-64.8441000000006,0,0,0,1
7.5942398,195,195,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-214.633971000001,-64.9422000000006,0,0,0,1
7.6070071,195,195,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-215.283393000001,-65.0403000000006,0,0,0,1
7.6200294,195,195,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-215.933796000001,-65.1384000000006,0,0,0,1
7.6337303,195,195,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-216.585180000001,-65.2365000000006,0,0,0,1
7.6429585,196,196,ALT_HOLD,0,0,698,1000,1000,1000,1000,0,0,0,0,0,0,-217.237545000001,-65.3346000000006,0,0,0,1
7.6558561,196,196,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-217.890891000001,-65.4327000000006,0,0,0,1
7.6683678,196,196,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-218.545218000001,-65.5308000000006,0,0,0,1
7.6770854,197,197,ALT_HOLD,0,0,699,1000,1000,1000,1000,0,0,0,0,0,0,-219.200526000001,-65.6289000000006,0,0,0,1
7.6908184,197,197,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-219.856815000001,-65.7270000000006,0,0,0,1
7.7043867,197,197,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-220.514085000001,-65.8251000000006,0,0,0,1
7.7172707,197,197,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-221.172336000001,-65.9232000000006,0,0,0,1
7.7298877,197,197,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-221.831568000001,-66.0213000000006,0,0,0,1
7.7427187,197,197,ALT_HOLD,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-222.491781000001,-66.1194000000006,0,0,0,1
7.751158,198,198,ALT_HOLD,0,0,700,1000,1000,1000,1000,0,0,0,0,0,0,-223.152975000001,-66.2175000000006,0,0,0,1
