time_s,frame_count,sitl_packet_valid,pwm1_us,pwm2_us,pwm3_us,pwm4_us,motor1_radps,motor2_radps,motor3_radps,motor4_radps,altitude_true_m,altitude_est_m,roll_true_rad,pitch_true_rad,yaw_true_rad,roll_est_rad,pitch_est_rad,yaw_est_rad,udp_valid_rx_count,udp_invalid_rx_count,udp_rx_datagram_count
0.0017337,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0,-0.00094395744,0,0,0,0,0,0,0,0,0
0.0215045,559,1,1000,1000,1000,1000,0,0,0,0,-0.000981,-0.00282402732860928,0,0,0,0,0,0,1,0,1
0.0357229,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.002943,-0.00563273846700084,0,0,0,0,0,0,0,0,0
0.0486443,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.005886,-0.00936299224473575,0,0,0,0,0,0,0,0,0
0.0538666,560,1,1000,1000,1000,1000,0,0,0,0,-0.00981,-0.0140080608372245,0,0,0,0,0,0,1,0,1
0.068739,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.014715,-0.0195615848305341,0,0,0,0,0,0,0,0,0
0.0827876,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.020601,-0.0260175702992692,0,0,0,0,0,0,0,0,0
0.0881198,561,1,1000,1000,1000,1000,0,0,0,0,-0.027468,-0.0333703853632278,0,0,0,0,0,0,1,0,1
0.1032833,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.035316,-0.0416147562484636,0,0,0,0,0,0,0,0,0
0.1156441,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.044145,-0.0507457628782755,0,0,0,0,0,0,0,0,0
0.1247019,562,1,1000,1000,1000,1000,0,0,0,0,-0.053955,-0.0607588340194921,0,0,0,0,0,0,1,0,1
0.1383701,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.064746,-0.0716497420092307,0,0,0,0,0,0,0,0,0
0.1521766,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.076518,-0.0834145970870848,0,0,0,0,0,0,0,0,0
0.158694,563,1,1000,1000,1000,1000,0,0,0,0,-0.089271,-0.0960498413574326,0,0,0,0,0,0,1,0,1
0.1735026,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.103005,-0.109552242406266,0,0,0,0,0,0,0,0,0
0.1872934,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.11772,-0.123918886596618,0,0,0,0,0,0,0,0,0
0.1949959,564,1,1000,1000,1000,1000,0,0,0,0,-0.133416,-0.139147172066304,0,0,0,0,0,0,1,0,1
0.2096839,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.150093,-0.155234801451323,0,0,0,0,0,0,0,0,0
0.2238227,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.167751,-0.172179774357856,0,0,0,0,0,0,0,0,0
0.2282074,565,1,1000,1000,1000,1000,0,0,0,0,-0.18639,-0.189980379605348,0,0,0,0,0,0,1,0,1
0.241289,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.20601,-0.208635187262737,0,0,0,0,0,0,0,0,0
0.2550778,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.226611,-0.228143040499393,0,0,0,0,0,0,0,0,0
0.2612926,566,1,1000,1000,1000,1000,0,0,0,0,-0.248193,-0.248503047271849,0,0,0,0,0,0,1,0,1
0.2743252,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.270756,-0.269714571866892,0,0,0,0,0,0,0,0,0
0.2883549,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.2943,-0.29177722632104,0,0,0,0,0,0,0,0,0
0.2951209,567,1,1000,1000,1000,1000,0,0,0,0,-0.318825,-0.314690861735917,0,0,0,0,0,0,1,0,1
0.3094567,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.344331,-0.338455559508448,0,0,0,0,0,0,0,0,0
0.3235206,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.370818,-0.363071622494258,0,0,0,0,0,0,0,0,0
0.3280201,568,1,1000,1000,1000,1000,0,0,0,0,-0.398286,-0.388539566122054,0,0,0,0,0,0,1,0,1
0.3422253,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.426735,-0.414860109476205,0,0,0,0,0,0,0,0,0
0.3559571,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.456165,-0.442034166364129,0,0,0,0,0,0,0,0,0
0.3617936,569,1,1000,1000,1000,1000,0,0,0,0,-0.486576,-0.470062836384487,0,0,0,0,0,0,1,0,1
0.3762671,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.517968,-0.498947396011604,0,0,0,0,0,0,0,0,0
0.3901066,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.550341,-0.528689289710894,0,0,0,0,0,0,0,0,0
0.3956899,570,1,1000,1000,1000,1000,0,0,0,0,-0.583695,-0.559290121099477,0,0,0,0,0,0,1,0,1
0.4103689,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.61803,-0.590751644165568,0,0,0,0,0,0,0,0,0
0.4240761,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.653346,-0.623075754559565,0,0,0,0,0,0,0,0,0
0.4287997,571,1,1000,1000,1000,1000,0,0,0,0,-0.689643,-0.656264480969206,0,0,0,0,0,0,1,0,1
0.4428983,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.726921,-0.690319976590504,0,0,0,0,0,0,0,0,0
0.4570896,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.76518,-0.725244510705594,0,0,0,0,0,0,0,0,0
0.4620378,572,1,1000,1000,1000,1000,0,0,0,0,-0.80442,-0.761040460377998,0,0,0,0,0,0,1,0,1
0.4758615,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.844641,-0.797710302275239,0,0,0,0,0,0,0,0,0
0.4890483,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.885843,-0.835256604628109,0,0,0,0,0,0,0,0,0
0.4955445,573,1,1000,1000,1000,1000,0,0,0,0,-0.928026,-0.873682019335337,0,0,0,0,0,0,1,0,1
0.509792,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-0.97119,-0.912989274221809,0,0,0,0,0,0,0,0,0
0.5242129,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.015335,-0.953181165457912,0,0,0,0,0,0,0,0,0
0.5332708,574,1,1000,1000,1000,1000,0,0,0,0,-1.060461,-0.994260550147029,0,0,0,0,0,0,1,0,1
0.5479262,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.106568,-1.03623033908763,0,0,0,0,0,0,0,0,0
0.5606666,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.153656,-1.07909348971589,0,0,0,0,0,0,0,0,0
0.5663907,575,1,1000,1000,1000,1000,0,0,0,0,-1.201725,-1.1228529992342,0,0,0,0,0,0,1,0,1
0.5796248,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.250775,-1.16751189793042,0,0,0,0,0,0,0,0,0
0.5931842,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.300806,-1.21307324269225,0,0,0,0,0,0,0,0,0
0.6003913,576,1,1000,1000,1000,1000,0,0,0,0,-1.351818,-1.2595401107205,0,0,0,0,0,0,1,0,1
0.6131756,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.403811,-1.30691559344468,0,0,0,0,0,0,0,0,0
0.6254253,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.456785,-1.35520279064371,0,0,0,0,0,0,0,0,0
0.6368536,577,1,1000,1000,1000,1000,0,0,0,0,-1.51074,-1.40440480477429,0,0,0,0,0,0,1,0,1
0.6498804,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.565676,-1.45452473550864,0,0,0,0,0,0,0,0,0
0.6625022,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.621593,-1.5055656744835,0,0,0,0,0,0,0,0,0
0.6705384,578,1,1000,1000,1000,1000,0,0,0,0,-1.678491,-1.55753070026117,0,0,0,0,0,0,1,0,1
0.6841308,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.73637,-1.61042287350342,0,0,0,0,0,0,0,0,0
0.6978283,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.79523,-1.66424523235862,0,0,0,0,0,0,0,0,0
0.7035629,579,1,1000,1000,1000,1000,0,0,0,0,-1.855071,-1.71900078806194,0,0,0,0,0,0,1,0,1
0.7162114,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.915893,-1.77469252074813,0,0,0,0,0,0,0,0,0
0.7291608,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-1.977696,-1.83132337547624,0,0,0,0,0,0,0,0,0
0.737064,580,1,1000,1000,1000,1000,0,0,0,0,-2.04048,-1.88889625846499,0,0,0,0,0,0,1,0,1
0.7502695,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.104245,-1.94741403353746,0,0,0,0,0,0,0,0,0
0.7639419,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.168991,-2.00687951877324,0,0,0,0,0,0,0,0,0
0.7700143,581,1,1000,1000,1000,1000,0,0,0,0,-2.234718,-2.06729548336608,0,0,0,0,0,0,1,0,1
0.7831665,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.301426,-2.12866464468463,0,0,0,0,0,0,0,0,0
0.7954993,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.369115,-2.19098966553378,0,0,0,0,0,0,0,0,0
0.8036293,582,1,1000,1000,1000,1000,0,0,0,0,-2.437785,-2.25427315161363,0,0,0,0,0,0,1,0,1
0.8180675,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.507436,-2.31851764917311,0,0,0,0,0,0,0,0,0
0.8312286,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.578068,-2.38372564285497,0,0,0,0,0,0,0,0,0
0.8372968,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.649681,-2.44989955372855,0,0,0,0,0,0,0,0,0
0.8499008,583,1,1000,1000,1000,1000,0,0,0,0,-2.722275,-2.51704173750671,0,0,0,0,0,0,1,0,1
0.8632126,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.79585,-2.58515448294299,0,0,0,0,0,0,0,0,0
0.8704623,584,1,1000,1000,1000,1000,0,0,0,0,-2.870406,-2.65424001040507,0,0,0,0,0,0,1,0,1
0.8835336,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-2.945943,-2.7243004706202,0,0,0,0,0,0,0,0,0
0.8958308,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.022461,-2.79533794358837,0,0,0,0,0,0,0,0,0
0.9043175,585,1,1000,1000,1000,1000,0,0,0,0,-3.09996,-2.86735443765875,0,0,0,0,0,0,1,0,1
0.9177713,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.17844,-2.94035188876476,0,0,0,0,0,0,0,0,0
0.9314043,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.257901,-3.01433215981322,0,0,0,0,0,0,0,0,0
0.9371982,586,1,1000,1000,1000,1000,0,0,0,0,-3.338343,-3.08929704022273,0,0,0,0,0,0,1,0,1
0.9500059,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.419766,-3.16524824560647,0,0,0,0,0,0,0,0,0
0.9624534,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.50217,-3.24218741759451,0,0,0,0,0,0,0,0,0
0.9702836,587,1,1000,1000,1000,1000,0,0,0,0,-3.585555,-3.32011612379069,0,0,0,0,0,0,1,0,1
0.983176,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.669921,-3.39903585785898,0,0,0,0,0,0,0,0,0
0.9956358,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.755268,-3.47894803973448,0,0,0,0,0,0,0,0,0
1.0036706,588,1,1000,1000,1000,1000,0,0,0,0,-3.841596,-3.55985401595369,0,0,0,0,0,0,1,0,1
1.0166109,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-3.928905,-3.6417550600993,0,0,0,0,0,0,0,0,0
1.0306714,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.017195,-3.72465237335412,0,0,0,0,0,0,0,0,0
1.0368946,589,1,1000,1000,1000,1000,0,0,0,0,-4.106466,-3.80854708515928,0,0,0,0,0,0,1,0,1
1.0496265,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.196718,-3.89344025397153,0,0,0,0,0,0,0,0,0
1.062719,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.287951,-3.97933286811456,0,0,0,0,0,0,0,0,0
1.0701356,590,1,1000,1000,1000,1000,0,0,0,0,-4.380165,-4.06622584671945,0,0,0,0,0,0,1,0,1
1.0839062,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.47336,-4.15412004074908,0,0,0,0,0,0,0,0,0
1.0973498,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.567536,-4.24301623410175,0,0,0,0,0,0,0,0,0
1.1083103,591,1,1000,1000,1000,1000,0,0,0,0,-4.662693,-4.33291514478889,0,0,0,0,0,0,1,0,1
1.122766,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.758831,-4.42381742618228,0,0,0,0,0,0,0,0,0
1.1365684,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-4.85595,-4.51572366832582,0,0,0,0,0,0,0,0,0
1.1423133,592,1,1000,1000,1000,1000,0,0,0,0,-4.95405,-4.60863439930715,0,0,0,0,0,0,1,0,1
1.1553096,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.053131,-4.70255008668463,0,0,0,0,0,0,0,0,0
1.1685349,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.153193,-4.79747113896494,0,0,0,0,0,0,0,0,0
1.1783675,593,1,1000,1000,1000,1000,0,0,0,0,-5.254236,-4.89339790712701,0,0,0,0,0,0,1,0,1
1.1919223,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.35626,-4.99033068618777,0,0,0,0,0,0,0,0,0
1.2052357,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.459265,-5.08826971680546,0,0,0,0,0,0,0,0,0
1.2120175,594,1,1000,1000,1000,1000,0,0,0,0,-5.563251,-5.18721518691639,0,0,0,0,0,0,1,0,1
1.225211,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.668218,-5.28716723340094,0,0,0,0,0,0,0,0,0
1.2373441,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.774166,-5.38812594377491,0,0,0,0,0,0,0,0,0
1.2492924,595,1,1000,1000,1000,1000,0,0,0,0,-5.881095,-5.49009135790232,0,0,0,0,0,0,1,0,1
1.262626,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-5.989005,-5.59306346972583,0,0,0,0,0,0,0,0,0
1.2746852,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-6.097896,-5.69704222901119,0,0,0,0,0,0,0,0,0
1.2864866,596,1,1000,1000,1000,1000,0,0,0,0,-6.207768,-5.8020275431022,0,0,0,0,0,0,1,0,1
1.2997202,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-6.318621,-5.90801927868266,0,0,0,0,0,0,0,0,0
1.3136432,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-6.430455,-6.01501726354204,0,0,0,0,0,0,0,0,0
1.3201878,597,1,1000,1000,1000,1000,0,0,0,0,-6.54327,-6.12302128834172,0,0,0,0,0,0,1,0,1
1.332955,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-6.657066,-6.23203110837872,0,0,0,0,0,0,0,0,0
1.346918,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-6.771843,-6.34204644534384,0,0,0,0,0,0,0,0,0
1.3536923,598,1,1000,1000,1000,1000,0,0,0,0,-6.887601,-6.4530669890716,0,0,0,0,0,0,1,0,1
1.3668378,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.00434,-6.56509239927909,0,0,0,0,0,0,0,0,0
1.3791689,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.12206,-6.67812230729119,0,0,0,0,0,0,0,0,0
1.3871344,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.240761,-6.79215631774975,0,0,0,0,0,0,0,0,0
1.3996124,599,1,1000,1000,1000,1000,0,0,0,0,-7.360443,-6.90719401030432,0,0,0,0,0,0,1,0,1
1.4127916,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.481106,-7.02323494128223,0,0,0,0,0,0,0,0,0
1.4206076,600,1,1000,1000,1000,1000,0,0,0,0,-7.60275,-7.14027864533588,0,0,0,0,0,0,1,0,1
1.4335647,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.725375,-7.25832463706532,0,0,0,0,0,0,0,0,0
1.4475753,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-7.848981,-7.37737241261421,0,0,0,0,0,0,0,0,0
1.4578552,601,1,1000,1000,1000,1000,0,0,0,0,-7.973568,-7.49742145123737,0,0,0,0,0,0,1,0,1
1.4717855,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-8.099136,-7.61847121683839,0,0,0,0,0,0,0,0,0
1.4853567,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-8.225685,-7.74052115947561,0,0,0,0,0,0,0,0,0
1.4916088,602,1,1000,1000,1000,1000,0,0,0,0,-8.353215,-7.86357071683528,0,0,0,0,0,0,1,0,1
1.5058271,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-8.481726,-7.98761931567036,0,0,0,0,0,0,0,0,0
1.5184017,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-8.611218,-8.11266637320394,0,0,0,0,0,0,0,0,0
1.5249833,603,1,1000,1000,1000,1000,0,0,0,0,-8.741691,-8.23871129849617,0,0,0,0,0,0,1,0,1
1.5380823,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-8.873145,-8.36575349377355,0,0,0,0,0,0,0,0,0
1.5521301,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-9.00558,-8.49379235572002,0,0,0,0,0,0,0,0,0
1.5585779,604,1,1000,1000,1000,1000,0,0,0,0,-9.138996,-8.62282727672871,0,0,0,0,0,0,1,0,1
1.5723823,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-9.273393,-8.75285764611392,0,0,0,0,0,0,0,0,0
1.5862579,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-9.408771,-8.88388285128266,0,0,0,0,0,0,0,0,0
1.5955266,605,1,1000,1000,1000,1000,0,0,0,0,-9.54513,-9.01590227886522,0,0,0,0,0,0,1,0,1
1.6089521,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-9.68247,-9.14891531580438,0,0,0,0,0,0,0,0,0
1.6230699,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-9.820791,-9.282921350403,0,0,0,0,0,0,0,0,0
1.6293155,606,1,1000,1000,1000,1000,0,0,0,0,-9.960093,-9.41791977332968,0,0,0,0,0,0,1,0,1
1.6432345,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-10.100376,-9.55390997858234,0,0,0,0,0,0,0,0,0
1.6554845,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-10.24164,-9.69089136440967,0,0,0,0,0,0,0,0,0
1.6657146,607,1,1000,1000,1000,1000,0,0,0,0,-10.383885,-9.82886333419046,0,0,0,0,0,0,1,0,1
1.6800147,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-10.527111,-9.96782529727085,0,0,0,0,0,0,0,0,0
1.6919612,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-10.671318,-10.1077766697596,0,0,0,0,0,0,0,0,0
1.6997625,608,1,1000,1000,1000,1000,0,0,0,0,-10.816506,-10.2487168752819,0,0,0,0,0,0,1,0,1
1.7131757,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-10.962675,-10.3906453456912,0,0,0,0,0,0,0,0,0
1.726818,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-11.109825,-10.5335615217404,0,0,0,0,0,0,0,0,0
1.7330884,609,1,1000,1000,1000,1000,0,0,0,0,-11.257956,-10.6774648537125,0,0,0,0,0,0,1,0,1
1.7478171,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-11.407068,-10.82235480201,0,0,0,0,0,0,0,0,0
1.7609607,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-11.557161,-10.968230837706,0,0,0,0,0,0,0,0,0
1.7678835,610,1,1000,1000,1000,1000,0,0,0,0,-11.708235,-11.1150924430546,0,0,0,0,0,0,1,0,1
1.7816964,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-11.86029,-11.2629391119636,0,0,0,0,0,0,0,0,0
1.7947557,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-12.013326,-11.4117703504291,0,0,0,0,0,0,0,0,0
1.8033498,611,1,1000,1000,1000,1000,0,0,0,0,-12.167343,-11.5615856769326,0,0,0,0,0,0,1,0,1
1.8162426,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-12.322341,-11.7123846228016,0,0,0,0,0,0,0,0,0
1.8284837,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-12.47832,-11.8641667325344,0,0,0,0,0,0,0,0,0
1.8374909,612,1,1000,1000,1000,1000,0,0,0,0,-12.63528,-12.0169315640899,0,0,0,0,0,0,1,0,1
1.8508561,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-12.793221,-12.1706786891431,0,0,0,0,0,0,0,0,0
1.8643037,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-12.952143,-12.3254076933074,0,0,0,0,0,0,0,0,0
1.8710424,613,1,1000,1000,1000,1000,0,0,0,0,-13.112046,-12.4811181763245,0,0,0,0,0,0,1,0,1
1.8834157,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-13.27293,-12.6378097522221,0,0,0,0,0,0,0,0,0
1.89656,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-13.434795,-12.795482049442,0,0,0,0,0,0,0,0,0
1.9076793,614,1,1000,1000,1000,1000,0,0,0,0,-13.597641,-12.9541347109374,0,0,0,0,0,0,1,0,1
1.9223629,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-13.761468,-13.1137673942423,0,0,0,0,0,0,0,0,0
1.9348926,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-13.926276,-13.2743797715124,0,0,0,0,0,0,0,0,0
1.9419073,615,1,1000,1000,1000,1000,0,0,0,0,-14.092065,-13.4359715295395,0,0,0,0,0,0,1,0,1
1.9562958,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-14.258835,-13.5985423697405,0,0,0,0,0,0,0,0,0
1.9702177,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-14.426586,-13.7620920081206,0,0,0,0,0,0,0,0,0
1.9760544,616,1,1000,1000,1000,1000,0,0,0,0,-14.595318,-13.9266201752134,0,0,0,0,0,0,1,0,1
1.9885139,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-14.765031,-14.0921266159981,0,0,0,0,0,0,0,0,0
2.0020333,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-14.935725,-14.2586110897942,0,0,0,0,0,0,0,0,0
2.0123318,617,1,1000,1000,1000,1000,0,0,0,0,-15.1074,-14.4260733701367,0,0,0,0,0,0,1,0,1
2.0254792,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-15.280056,-14.5945132446298,0,0,0,0,0,0,0,0,0
2.0387135,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-15.453693,-14.7639305147834,0,0,0,0,0,0,0,0,0
2.045366,618,1,1000,1000,1000,1000,0,0,0,0,-15.628311,-14.9343249958304,0,0,0,0,0,0,1,0,1
2.0588068,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-15.80391,-15.1056965165282,0,0,0,0,0,0,0,0,0
2.071087,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-15.98049,-15.278044918944,0,0,0,0,0,0,0,0,0
2.0784886,619,1,1000,1000,1000,1000,0,0,0,0,-16.158051,-15.4513700582246,0,0,0,0,0,0,1,0,1
2.0918761,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-16.336593,-15.6256718023534,0,0,0,0,0,0,0,0,0
2.1048908,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-16.516116,-15.8009500318934,0,0,0,0,0,0,0,0,0
2.1123292,620,1,1000,1000,1000,1000,0,0,0,0,-16.69662,-15.9772046397188,0,0,0,0,0,0,1,0,1
2.1261191,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-16.878105,-16.1544355307353,0,0,0,0,0,0,0,0,0
2.1395801,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-17.060571,-16.33264262159,0,0,0,0,0,0,0,0,0
2.1452061,621,1,1000,1000,1000,1000,0,0,0,0,-17.244018,-16.5118258403718,0,0,0,0,0,0,1,0,1
2.1598983,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-17.428446,-16.6919851263043,0,0,0,0,0,0,0,0,0
2.1728128,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-17.613855,-16.8731204294297,0,0,0,0,0,0,0,0,0
2.1788193,622,1,1000,1000,1000,1000,0,0,0,0,-17.800245,-17.0552317102871,0,0,0,0,0,0,1,0,1
2.1930696,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-17.987616,-17.2383189395839,0,0,0,0,0,0,0,0,0
2.2066811,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-18.175968,-17.4223820978628,0,0,0,0,0,0,0,0,0
2.2120619,623,1,1000,1000,1000,1000,0,0,0,0,-18.365301,-17.6074211751641,0,0,0,0,0,0,1,0,1
2.22637,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-18.555615,-17.7934361706837,0,0,0,0,0,0,0,0,0
2.2384874,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-18.74691,-17.9804270924296,0,0,0,0,0,0,0,0,0
2.2455997,624,1,1000,1000,1000,1000,0,0,0,0,-18.939186,-18.1683939568747,0,0,0,0,0,0,1,0,1
2.2602085,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-19.132443,-18.3573367886088,0,0,0,0,0,0,0,0,0
2.2744357,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-19.326681,-18.5472556199899,0,0,0,0,0,0,0,0,0
2.2786352,625,1,1000,1000,1000,1000,0,0,0,0,-19.5219,-18.7381504907948,0,0,0,0,0,0,1,0,1
2.2915924,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-19.7181,-18.9300214478699,0,0,0,0,0,0,0,0,0
2.305461,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-19.915281,-19.122868544784,0,0,0,0,0,0,0,0,0
2.3119701,626,1,1000,1000,1000,1000,0,0,0,0,-20.113443,-19.3166918414812,0,0,0,0,0,0,1,0,1
2.3264263,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-20.312586,-19.511491403937,0,0,0,0,0,0,0,0,0
2.3387468,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-20.51271,-19.7072673038166,0,0,0,0,0,0,0,0,0
2.3459011,627,1,1000,1000,1000,1000,0,0,0,0,-20.713815,-19.9040196181356,0,0,0,0,0,0,1,0,1
2.3608893,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-20.915901,-20.1017484289259,0,0,0,0,0,0,0,0,0
2.3739502,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-21.118968,-20.3004538229035,0,0,0,0,0,0,0,0,0
2.3784745,628,1,1000,1000,1000,1000,0,0,0,0,-21.323016,-20.5001358911425,0,0,0,0,0,0,1,0,1
2.3918716,0,0,NaN,NaN,NaN,NaN,0,0,0,0,-21.528045,-20.700794728753,0,0,0,0,0,0,0,0,0
